(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07R6XZRDX,B07RBC1GNK,Bravado Guns n' Roses Use Your Illusion Adult White T-Shirt,GunsnRoses-12162218-XL,7,0,0.00%,0.00%,15,0,0.01%,0.00%,100.00%,0.00%,2,0,28.57%,0.00%,$51.90,$0.00,2,0
B07SNFJ9S2,B07SNFGHJC,Unisex Astronaut Spaceman Inflatable Chub-Suit Costume Jumpsuit (Adult) White,220066-SpacemenChubSuit-Adult,16,0,0.01%,0.00%,23,0,0.01%,0.00%,95.45%,0.00%,2,0,12.50%,0.00%,$79.98,$0.00,2,0
B07SNFJ9S2,B07SPDVGGM,Unisex Astronaut Spaceman Inflatable Chub-Suit Costume Jumpsuit (Teen) White,220066-SpacemenChubSuit-Teen,7,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,2,0,28.57%,0.00%,$99.98,$0.00,2,0
B07TXLBL2M,B07V3NVV6S,"COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Blue Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Green Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party",204070-DetectiveGREENShirt-XXL,36,0,0.02%,0.00%,54,0,0.03%,0.00%,92.16%,0.00%,2,0,5.56%,0.00%,$73.90,$0.00,2,0
B07TXLBL2M,B07V5R7LVY,"COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Blue Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Green Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party",204070-DetectiveGREENShirt-L,59,2,0.04%,0.11%,69,2,0.03%,0.08%,94.83%,100.00%,2,0,3.39%,0.00%,$73.90,$0.00,2,0
B07TWJ6LMY,B07V5RKBMW,Custom Fireman Fire Fighter Child Costume Jacket and Pants Set,220710-FiremanChildCostume-8/9,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,$59.90,$0.00,2,0
B07VQ8N7PK,B07VT95Y9P,Adult Dynamite Deluxe Costume Moon Boots Size 12/13,100585-MoonBoots-12/13,26,0,0.02%,0.00%,28,0,0.01%,0.00%,96.30%,0.00%,2,0,7.69%,0.00%,$95.98,$0.00,2,0
B07WC5BVM5,B07W81VW6D,Penguin Chub Suit Inflatable Costume (Teen Size) Black,220074-PenguinChubSuit-Teen,74,1,0.05%,0.06%,93,1,0.05%,0.04%,95.51%,100.00%,2,0,2.70%,0.00%,$85.90,$0.00,2,0
B081VX8D8G,B07W8VLG9L,The Office Dunder Mifflin Baseball Cap Royal,DunderMifflinHat-Blue,52,0,0.03%,0.00%,65,0,0.03%,0.00%,75.00%,0.00%,2,0,3.85%,0.00%,$35.90,$0.00,2,0
B07VT77F4W,B07WK9WS7N,Adult Cowboy Sheriff Woody Deluxe Costume Boots,100584-SheriffBoots-8/9,56,3,0.04%,0.17%,72,7,0.04%,0.30%,91.04%,71.43%,2,0,3.57%,0.00%,$135.90,$0.00,2,0
B07WTPNKY2,B07WRMNYJZ,Hot Dog Chub Suit Inflatable Halloween Costume (Teen) Multicoloured,220077-HotDogChubSuit-Teen,48,0,0.03%,0.00%,61,0,0.03%,0.00%,93.10%,0.00%,2,0,4.17%,0.00%,$99.98,$0.00,2,0
B081VX8D8G,B07X7JX8H1,"The Office Men's, Black, One Size",DunderMifflinHat-Black,59,0,0.04%,0.00%,72,0,0.04%,0.00%,92.75%,0.00%,2,0,3.39%,0.00%,$39.90,$0.00,2,0
B07XMFPZL7,B07XJ83V1G,Celtic Knot Wedding Ring Outlander Stainless Steel Prop Accessory (Size 7),CelticRing-7,13,0,0.01%,0.00%,14,0,0.01%,0.00%,90.91%,0.00%,2,0,15.38%,0.00%,$45.90,$0.00,2,0
B07XJQGWGP,B07XJQGWGP,GOT The Iron Coin Faceless Man Coin Bronze,GOTCoin,36,0,0.02%,0.00%,41,0,0.02%,0.00%,87.80%,0.00%,2,0,5.56%,0.00%,$9.90,$0.00,2,0
B07XMFPZL7,B07XKCDB51,Celtic Knot Wedding Ring Outlander Stainless Steel Prop Accessory (Size 5) Grey,CelticRing-5,12,0,0.01%,0.00%,14,0,0.01%,0.00%,83.33%,0.00%,2,0,16.67%,0.00%,$45.90,$0.00,2,0
B07YBDSTJZ,B07YBCP75D,Flint Tropics White Basketball Shorts Adult Halloween Costume,220743-FlintTropicsSHORTS-L/XL,4,1,0.00%,0.06%,6,1,0.00%,0.04%,100.00%,0.00%,3,0,75.00%,0.00%,$110.97,$0.00,2,0
B07ZL25QG1,B07ZL25QG1,"Toy Story Woody and Jessie Halloween Cosplay Costume Belt (Medium - 34"" - 38"") Brown",TSM20002TV-WoodyBelt-M,32,0,0.02%,0.00%,40,0,0.02%,0.00%,97.50%,0.00%,2,0,6.25%,0.00%,$47.90,$0.00,2,0
B081VX1MBF,B081VTWC61,Trix Silly Rabbit Plush Lounge Pants (Adult Large),GM0002-TrixRabbitLoungePants-L,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,$25.90,$0.00,2,0
B081ZFML7D,B081ZCJ183,Fruit Loops All Over Plush Lounge Pants (Adult Large),KG0004-FruitLoopsLoungePants-L,4,0,0.00%,0.00%,4,0,0.00%,0.00%,75.00%,0.00%,2,0,50.00%,0.00%,$25.90,$0.00,2,0
B083QQY4X4,B083QQ6L2B,Costume Agent 90's Modern Life Button Down Shirt Blue,204089-ModernLife-S,78,0,0.05%,0.00%,96,0,0.05%,0.00%,94.68%,0.00%,2,0,2.56%,0.00%,$67.90,$0.00,2,0
B08CGNFQR1,B08CG7QY5H,Face Mask with Design Add Your Own Custom Image Reusable Cloth Mask with Filter (5 Pack),CustomFaceMask-5PACK,2,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,$67.90,$0.00,2,0
B08FF2LQ1R,B08FDYKJNT,"Mad Engine Ghostbusters Costume Adult T-Shirt - Short Sleeves Ghostbusters T-Shirt with Back Print for Men and Women Halloween Costume | Costume for Cosplay, Comic Con and Themed Birthday Party",G0MSC20-VenkmanShirt-L,17,0,0.01%,0.00%,22,0,0.01%,0.00%,95.24%,0.00%,2,0,11.76%,0.00%,$43.90,$0.00,2,0
B08FF2LQ1R,B08FF17HFJ,"Mad Engine Ghostbusters Costume Adult T-Shirt - Short Sleeves Ghostbusters T-Shirt with Back Print for Men and Women Halloween Costume | Costume for Cosplay, Comic Con and Themed Birthday Party",G0MSC20-VenkmanShirt-M,11,0,0.01%,0.00%,20,0,0.01%,0.00%,84.21%,0.00%,2,0,18.18%,0.00%,$43.90,$0.00,2,0
B08FF2LQ1R,B08FF1LVWB,"Mad Engine Ghostbusters Costume Adult T-Shirt - Short Sleeves Ghostbusters T-Shirt with Back Print for Men and Women Halloween Costume | Costume for Cosplay, Comic Con and Themed Birthday Party",FYMSC20-ZeddemoreShirt-XL,52,0,0.03%,0.00%,66,0,0.03%,0.00%,98.44%,0.00%,2,0,3.85%,0.00%,$43.90,$0.00,2,0
B08FF2LQ1R,B08FF268C6,"Mad Engine Ghostbusters Costume Adult T-Shirt - Short Sleeves Ghostbusters T-Shirt with Back Print for Men and Women Halloween Costume | Costume for Cosplay, Comic Con and Themed Birthday Party",G0MSC20-VenkmanShirt-S,65,3,0.04%,0.17%,77,3,0.04%,0.13%,90.91%,100.00%,2,1,3.08%,33.33%,$43.68,$21.73,2,1
B08GGCJ9M5,B08GGCJ9M5,The Riddler Villain Neck Tie Halloween Costume Accessory Green,220795-RiddlerTie,13,0,0.01%,0.00%,22,0,0.01%,0.00%,86.36%,0.00%,2,0,15.38%,0.00%,$25.90,$0.00,2,0
B08GGCJ4CV,B08GGDR3XQ,Marty McFly Halloween Costume Button Up Shirt White,220793-MartyShirt-M,9,0,0.01%,0.00%,16,0,0.01%,0.00%,86.67%,0.00%,2,0,22.22%,0.00%,$59.90,$0.00,2,0
B08GYB3TT6,B08GYCG2S7,Dodgeball Average Joe's Women's Halloween Costume Set,220757-AverageJoesWomensSet-M,26,1,0.02%,0.06%,30,2,0.01%,0.08%,100.00%,100.00%,2,0,7.69%,0.00%,$109.90,$0.00,2,0
B08GYB3TT6,B08GYM4R3J,Dodgeball Average Joe's Women's Halloween Costume Set,220757-AverageJoesWomens-FBA-L,20,1,0.01%,0.06%,23,2,0.01%,0.08%,85.71%,100.00%,2,0,10.00%,0.00%,$111.90,$0.00,2,0
B08GYB3TT6,B08GYNRBF5,Dodgeball Average Joe's Women's Halloween Costume Set,220757-AverageJoesWomensSet-S,18,0,0.01%,0.00%,22,0,0.01%,0.00%,80.00%,0.00%,3,0,16.67%,0.00%,$164.85,$0.00,2,0
B08HPXH166,B08HPKCVL3,Mean Girls Jingle Bell Santa Claus Halloween Costume Set Red,220781-MeanGirlsSantaCostume-S,11,0,0.01%,0.00%,15,0,0.01%,0.00%,83.33%,0.00%,2,0,18.18%,0.00%,$119.90,$0.00,2,0
B07CJV7V6G,B08J89JRXX,"Double Dare Logo Costume Adult T-Shirt Tee (XXX-Large, Blue)",doubledare001blue-3XL,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,$39.90,$0.00,2,0
B08JRS7JVQ,B08JRYY44J,"Costume Agent Hooters Costume Set - 4 Pcs For Girls | Halloween Costume Includes Top, Shirt & Socks | White Top with Orange Shorts for Comic Con, Cosplay and Themed Birthday Party",HootersCostumeSet&Socks-FBA-L,19,0,0.01%,0.00%,25,0,0.01%,0.00%,100.00%,0.00%,2,0,10.53%,0.00%,$99.90,$0.00,2,0
B08KRGVQ2P,B08KR9V2CB,Ricky Trailer Park Halloween Costume Shirt White,220794-RickyShirt-2XL,11,0,0.01%,0.00%,13,0,0.01%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,$69.90,$0.00,2,0
B08KSJLP51,B08KSKQG21,M&M's Candy Character Full Body Adult T-Shirt Tee Green,M&M-Green-ADULT-Shirt-S,24,0,0.02%,0.00%,36,0,0.02%,0.00%,88.57%,0.00%,2,0,8.33%,0.00%,$41.90,$0.00,2,0
B08KTTWGYD,B08KTTWGYD,Ripple Junction Death Row Records Black Beanie Hat,DJBN2412-DeathRowBeanie,29,0,0.02%,0.00%,45,0,0.02%,0.00%,68.89%,0.00%,2,0,6.90%,0.00%,$36.50,$0.00,2,0
B08KWJJWD8,B08KWKFJGB,Violet Chub Suit Inflatable Halloween Costume (Adult),220082-VioletChubSuit-ADULT,63,0,0.04%,0.00%,83,0,0.04%,0.00%,93.98%,0.00%,2,0,3.17%,0.00%,$99.98,$0.00,2,0
B08L6PSRDB,B08L6T2NQP,Rockford Peaches Halloween Cosplay Costume Set - Baseball Player Costume for Boys & Youth,220753-RockfordPeachesBOYS-4/5,5,0,0.00%,0.00%,6,0,0.00%,0.00%,60.00%,0.00%,2,0,40.00%,0.00%,$79.90,$0.00,2,0
B08LMMYL27,B08LMLPKPL,Master Roshi Halloween Costume Button Down Shirt Cosplay Orange,220793-MasterRoshiShirt-S,12,0,0.01%,0.00%,15,0,0.01%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,$69.90,$0.00,2,0
B08LMMYL27,B08LMSZK64,Master Roshi Halloween Costume Button Down Shirt Cosplay Orange,220793-MasterRoshiShirt-M,19,0,0.01%,0.00%,22,0,0.01%,0.00%,100.00%,0.00%,2,0,10.53%,0.00%,$69.90,$0.00,2,0
B08LMMYL27,B08LMW2P1Z,Master Roshi Halloween Costume Button Down Shirt Cosplay Orange,220793-MasterRoshiShirt-2XL,28,1,0.02%,0.06%,36,1,0.02%,0.04%,100.00%,0.00%,2,0,7.14%,0.00%,$69.90,$0.00,2,0
B08LQMJN5L,B08LQNDKDT,"Power Rangers Blue Costume T-Shirt(Blue,Small)",PowerRangers-Blue-SLShirt-S,77,0,0.05%,0.00%,81,0,0.04%,0.00%,12.82%,0.00%,2,0,2.60%,0.00%,$39.90,$0.00,2,0
B08LQMJN5L,B08LQP3H9V,"Power Rangers White Costume T-Shirt(White,3XL)",PowerRangers-White-SLShirt-3XL,480,7,0.31%,0.39%,527,7,0.26%,0.30%,60.67%,0.00%,2,0,0.42%,0.00%,$39.90,$0.00,2,0
B08LQMJN5L,B08LQT3HJ9,"Power Rangers Blue Costume T-Shirt(Blue,XXL)",PowerRangers-Blue-SLShirt-2XL,63,0,0.04%,0.00%,67,0,0.03%,0.00%,20.34%,0.00%,2,0,3.17%,0.00%,$39.90,$0.00,2,0
B08LQMJN5L,B08LQVG2JB,"Power Rangers Red Costume T-Shirt(Red,Large)",PowerRangers-Red-SLShirt-L,224,2,0.14%,0.11%,291,3,0.15%,0.13%,19.20%,0.00%,2,0,0.89%,0.00%,$39.90,$0.00,2,0
B08NTPNSL1,B08NTNKT33,Briefly Stated Top Gun Flight Suit Costume Pajama Union Suit - XL,XO011MBSTV-TopGunPajamaSuit-XL,132,0,0.08%,0.00%,151,0,0.08%,0.00%,97.99%,0.00%,2,0,1.52%,0.00%,$53.98,$0.00,2,0
B08NTPNSL1,B08NTPT64G,Briefly Stated Top Gun Flight Suit Costume Pajama Union Suit - L,XO011MBSTV-TopGunPajamaSuit-L,13,0,0.01%,0.00%,16,0,0.01%,0.00%,62.50%,0.00%,2,0,15.38%,0.00%,$53.98,$0.00,2,0
B08TB5D1NV,B08TB5D1NV,Doctor Who Tardis Police Booth Hooded One Piece Pajama Costume Union Suit Blue,drwhokigurumi001,64,0,0.04%,0.00%,83,0,0.04%,0.00%,96.39%,0.00%,2,0,3.13%,0.00%,$49.90,$0.00,2,0
B08LQMJN5L,B08XJW4DB5,"Mighty Morphin Power Rangers Red Blue Yellow Pink Green Black White Blue Costume T-Shirt (Yellow, X-Large)",PowerRangers-Yellow-SLShirt-XL,113,2,0.07%,0.11%,136,2,0.07%,0.08%,28.69%,0.00%,2,0,1.77%,0.00%,$39.90,$0.00,2,0
B08LQMJN5L,B08XJWT1BL,"Mighty Morphin Power Rangers Red Blue Yellow Pink Green Black White Blue Costume T-Shirt (Yellow, XXX-Large)",PowerRangers-Yellow-SLShirt-3XL,364,5,0.23%,0.28%,420,6,0.21%,0.25%,31.16%,0.00%,2,0,0.55%,0.00%,$39.90,$0.00,2,0
B092X7DL15,B092X7DL15,"Changes Men's Standard Yellowstone Dutton Ranch Kevin Costner Western TV Show Trucker Hat Cap 66-11 Black, One Size",6665611-yellowstoneTruckerHat,595,8,0.38%,0.45%,764,12,0.38%,0.51%,3.40%,0.00%,2,0,0.34%,0.00%,$39.90,$0.00,2,0
B09KS5M1P8,B0934GHNC8,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, l, Regular, Leonardo)",TMNTShirt-Youth-Leonardo-L,15,0,0.01%,0.00%,17,0,0.01%,0.00%,100.00%,0.00%,2,0,13.33%,0.00%,$39.90,$0.00,2,0
B0934Q85CV,B0934Q85CV,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, l, Regular, Michelangelo)",TMNTShirt-Youth-Mike-L,21,0,0.01%,0.00%,30,0,0.01%,0.00%,96.67%,0.00%,2,0,9.52%,0.00%,$39.90,$0.00,2,0
B077F5WFNB,B0977MDQ33,"Costume Agent Inflatable Indoor and Outdoor Christmas Decoration (4 feet, Reindeer)",Inflatable001-HumpReindeer4feet1,201,8,0.13%,0.45%,239,11,0.12%,0.47%,98.72%,90.91%,2,0,1.00%,0.00%,$159.98,$0.00,2,0
B07CKR9PHS,B099685444,"Artbox Hulkamania Youth T-Shirt (X-Small, Gold)",hulk001y-XS,33,1,0.02%,0.06%,37,1,0.02%,0.04%,95.00%,0.00%,2,0,6.06%,0.00%,$39.90,$0.00,2,0
B099XBX216,B099X9NM5F,Costume Agent Legends of the Hidden Temple Olmec Temple Guard T-Shirt 2XL,HiddenTempleShirt-PURP-2XL,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XB42NB,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirtCOIN-ORA-FBA-2X,9,0,0.01%,0.00%,9,0,0.00%,0.00%,85.71%,0.00%,2,0,22.22%,0.00%,$45.90,$0.00,2,0
B099XBX216,B099XBKFZF,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirtCOIN-BLUE-L,18,0,0.01%,0.00%,22,0,0.01%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,$43.90,$0.00,2,0
B099XBX216,B099XBRVJ7,Costume Agent Legends of the Hidden Temple Olmec Temple Guard T-Shirt XL,HiddenTempleShirt-GREEN-XL,9,0,0.01%,0.00%,12,0,0.01%,0.00%,91.67%,0.00%,2,0,22.22%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XC5DL3,Costume Agent Legends of the Hidden Temple Olmec Temple Guard T-Shirt 2XL,HiddenTempleShirt-GREEN-2XL,5,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XCB5F7,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirtCOIN-BLU-FBA-M,11,0,0.01%,0.00%,20,0,0.01%,0.00%,95.00%,0.00%,3,0,27.27%,0.00%,$68.85,$0.00,2,0
B099XBX216,B099XCJVBN,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirt-PURP-L,5,0,0.00%,0.00%,5,0,0.00%,0.00%,50.00%,0.00%,2,0,40.00%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XFJ6L7,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirtCOIN-RED-XL,7,0,0.00%,0.00%,14,0,0.01%,0.00%,91.67%,0.00%,2,0,28.57%,0.00%,$43.90,$0.00,2,0
B09BW3NQQT,B09BW21L76,Adult Unisex Complete Quailman Superhero Character Halloween Cosplay Costume,220799-QuailMan-L,14,0,0.01%,0.00%,16,0,0.01%,0.00%,81.25%,0.00%,2,0,14.29%,0.00%,$115.90,$0.00,2,0
B09BW3NQQT,B09BW4JGVT,Adult Unisex Complete Quailman Superhero Character Halloween Cosplay Costume,220799-QuailMan-XL,9,0,0.01%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,$115.90,$0.00,2,0
B09C11V6Z7,B09C11V6Z7,Nun on the Run Halloween Costume Mask Scary Cosplay,220835-NunMask,223,0,0.14%,0.00%,323,0,0.16%,0.00%,95.36%,0.00%,2,0,0.90%,0.00%,$51.90,$0.00,2,0
B09DXKDKB8,B09DXK78RJ,"Power Rangers Mighty Morphin Green Boys Youth Armor Costume T-Shirt(XS, Green)",PRangersShirtYouth-Green-XS,113,1,0.07%,0.06%,140,1,0.07%,0.04%,82.81%,100.00%,2,0,1.77%,0.00%,$39.90,$0.00,2,0
B09DXKDKB8,B09DXL1HMZ,"Power Rangers Mighty Morphin Blue Boys Youth Armor Costume T-Shirt (SM, Blue)",PRangersShirtYouth-Blue-S,40,2,0.03%,0.11%,44,2,0.02%,0.08%,100.00%,100.00%,2,0,5.00%,0.00%,$39.90,$0.00,2,0
B09F16VD4T,B09DZYNZWP,Star Wars The Mandalorian Baby Yoda Pajamas Black Lounge Pants (Medium),RWTM23BMN-BabyYodaPants-M,7,0,0.00%,0.00%,11,0,0.01%,0.00%,90.91%,0.00%,2,0,28.57%,0.00%,$31.90,$0.00,2,0
B09F16VD4T,B09F1528JW,Star Wars The Mandalorian Baby Yoda Pajamas Black Lounge Pants (Small),RWTM23BMN-BabyYodaPants-S,20,0,0.01%,0.00%,23,0,0.01%,0.00%,95.45%,0.00%,2,0,10.00%,0.00%,$31.90,$0.00,2,0
B09F7VYMP9,B09F7VYMP9,Karate Movie Mr Myagi Daniel Movie Headband Halloween Costume Cosplay,karateheadband1,83,3,0.05%,0.17%,98,3,0.05%,0.13%,98.98%,66.67%,2,0,2.41%,0.00%,$25.90,$0.00,2,0
B09FJ3J485,B09FJ3Q8N9,Crew Mate Astronaut Among Space Halloween Costume Inflatable Chub Suit,220862-CrewMate-Green-TEEN,104,1,0.07%,0.06%,115,1,0.06%,0.04%,98.20%,100.00%,2,0,1.92%,0.00%,$47.90,$0.00,2,0
B09FJ3J485,B09G3FX969,"Crew Mate Astronaut Among Space Halloween Costume Inflatable Chub Suit (Black, Standard)",220866-CrewMate-Black-STD,260,1,0.17%,0.06%,306,1,0.15%,0.04%,96.38%,0.00%,2,0,0.77%,0.00%,$47.90,$0.00,2,0
B09H8FK5MN,B09H86632R,"Boxing Robe and Shorts Halloween Costume Cosplay for Kids Custom Satin Boxer Cloak (American Flag, Personalized (Custom))",220846-CustomRobeKids-Flag,53,1,0.03%,0.06%,88,1,0.04%,0.04%,100.00%,100.00%,2,0,3.77%,0.00%,$77.90,$0.00,2,0
B09HL9G86S,B09HLB9FHC,Cousin Eddie Christmas White Shoes Halloween Costume Footwear (Numeric_11),100581-CousinEddieShoe-11,41,0,0.03%,0.00%,55,0,0.03%,0.00%,96.00%,0.00%,2,0,4.88%,0.00%,$149.98,$0.00,2,0
B09HL9G86S,B09HLCWZDX,Cousin Eddie Christmas White Shoes Halloween Costume Footwear (Numeric_10),100581-CousinEddieShoe-10,33,0,0.02%,0.00%,36,0,0.02%,0.00%,91.18%,0.00%,2,0,6.06%,0.00%,$149.98,$0.00,2,0
B09HN87WTD,B09HN6P3DJ,Legal Blonde Robe Women's Halloween Costume Cosplay Bathrobe (Blue),220841-Blonde-BlueRobe,46,0,0.03%,0.00%,63,0,0.03%,0.00%,96.77%,0.00%,2,0,4.35%,0.00%,$39.90,$0.00,2,0
B09HP3VH7H,B09HP4NZ5S,"Hulkamania Costume Complete Set Youth Halloween Set (Red Sunglasses/Red Bandana, Medium)",HulkamaniaKIDS-RedSunRedBan-M,8,0,0.01%,0.00%,10,0,0.00%,0.00%,88.89%,0.00%,2,0,25.00%,0.00%,$79.98,$0.00,2,0
B09HWLGYZC,B09HWV5LMN,Golf Rainbow Cardigan Sweater Caddy Halloween Costume Cosplay,204092-RainbowCardigan-M,6,0,0.00%,0.00%,6,0,0.00%,0.00%,75.00%,0.00%,2,0,33.33%,0.00%,$107.90,$0.00,2,0
B07GC722RG,B09JCNZB6H,Dodgeball Average Joe's Adult Yellow Jersey Costume Set (Large),dodgeball003N-L,141,2,0.09%,0.11%,157,4,0.08%,0.17%,96.60%,100.00%,3,0,2.13%,0.00%,$135.97,$0.00,2,0
B09KS8CDXM,B09KS6S1Z1,It's Always Sunny in Philadelphia Paddy's Irish Pub Adjustable Hat (Black),SUHT2185-PaddysHat-BLACK,51,0,0.03%,0.00%,59,0,0.03%,0.00%,92.59%,0.00%,2,0,3.92%,0.00%,$49.90,$0.00,2,0
B09LGB7PP8,B09LFY2ZMZ,Mickey Goofy Donald Duck as Santa Ho Ho Ho Christmas Lounge Pants,DSSCCXYBNP-HoHoHoPants-XL,32,0,0.02%,0.00%,43,0,0.02%,0.00%,88.10%,0.00%,3,0,9.38%,0.00%,$59.85,$0.00,2,0
B09LJ47KZM,B09LJRDP3V,"COSTUME AGENT Jumbo Christmas Balls - 15/18/25/30 Inch Oversized Ornaments | Extra Large Giant Holiball Inflatable Ornaments for Indoor Outdoor Christmas Decorations, Weddings & Birthday Parties",102026-InfOrnament-25-Gold,28,3,0.02%,0.17%,37,5,0.02%,0.21%,62.07%,20.00%,3,0,10.71%,0.00%,$113.85,$0.00,2,0
B09LJ47KZM,B09LJVMCG6,"COSTUME AGENT Jumbo Christmas Balls - 15/18/25/30 Inch Oversized Ornaments | Extra Large Giant Holiball Inflatable Ornaments for Indoor Outdoor Christmas Decorations, Weddings & Birthday Parties",102025-InfOrnament-18-Gold-FBA,64,3,0.04%,0.17%,84,3,0.04%,0.13%,92.11%,50.00%,3,0,4.69%,0.00%,$92.97,$0.00,2,0
B09LMQG2JJ,B09LMQ27LP,Coca Cola Coke Bears and Snowflakes Red Lounge Pants,CCXX23IMNP-CokeBearSnow-190-XXL,6,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,$39.90,$0.00,2,0
B09LMQG2JJ,B09LMRJWS1,Coca Cola Coke Bears and Snowflakes Red Lounge Pants,CCXX23IMNP-CokeBearSnow-L,12,0,0.01%,0.00%,22,0,0.01%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,$39.90,$0.00,2,0
B09LVT6QSS,B09LRD62R7,Ripple Junction Rick and Morty Monster Face Pattern Adult Lounge Pants,RMSA3879TV-RickMortyPants-L,40,0,0.03%,0.00%,55,0,0.03%,0.00%,98.08%,0.00%,2,0,5.00%,0.00%,$49.90,$0.00,2,0
B09LVTLVKH,B09LRHQMH9,The Karate Kid Cobra Kai Adult Sleep Lounge Pants,K4SA2128TV-CobraKaiPants-XL,13,0,0.01%,0.00%,19,0,0.01%,0.00%,88.89%,0.00%,2,0,15.38%,0.00%,$39.90,$0.00,2,0
B09MG8ZS1R,B09MG88Z76,Mad Engine Ghostbusters Logo Adult Unisex Charcoal Christmas Lounge Pants,GBXX22KBNP-Ghostbusters-XL,97,2,0.06%,0.11%,118,2,0.06%,0.08%,96.40%,100.00%,2,0,2.06%,0.00%,$39.90,$0.00,2,0
B09MSQNC44,B09MSQQK8H,Toy Story Pizza Planet Delivery Red T-Shirt (3X-Large),YTAS2063TV-PizzaPlanetShirt-3XL,11,0,0.01%,0.00%,12,0,0.01%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,$53.90,$0.00,2,0
B09MSQNC44,B09MSRZQ9V,Toy Story Pizza Planet Delivery Red T-Shirt (X-Large),YTAS2063TV-PizzaPlanetShirt-XL,13,2,0.01%,0.11%,17,2,0.01%,0.08%,75.00%,50.00%,3,0,23.08%,0.00%,$80.85,$0.00,2,0
B09V8K2ZYY,B09V8FQ5RW,Costume Agent New World Wrestling Adult Black T-shirt (Medium),nwo002N-M,12,0,0.01%,0.00%,16,0,0.01%,0.00%,92.86%,0.00%,2,0,16.67%,0.00%,$39.90,$0.00,2,0
B09V987PMJ,B09V9CM5GV,New World Wrestling Wolfpac Order Logo Adult Red T-Shirt (Medium),nwo004redN-M,20,0,0.01%,0.00%,29,0,0.01%,0.00%,88.46%,0.00%,2,0,10.00%,0.00%,$39.90,$0.00,2,0
B0B1JJVZFV,B0B1JJD9Y2,"Custom Blanket with Personalized Photo and Name Superhero Fleece Blankets (Spider, 50x60 Silktouch)",SHero-50x60Silktouch-Spider,49,0,0.03%,0.00%,67,0,0.03%,0.00%,98.41%,0.00%,2,0,4.08%,0.00%,$99.90,$0.00,2,0
