(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B09LJ47KZM,B0B69XFWP9,"COSTUME AGENT Jumbo Christmas Balls - 15/18/25/30 Inch Oversized Ornaments | Extra Large Giant Holiball Inflatable Ornaments for Indoor Outdoor Christmas Decorations, Weddings & Birthday Parties",102027-InfOrnament-15-White-FBA,124,7,0.14%,0.72%,165,10,0.15%,0.76%,76.77%,100.00%,5,5,4.03%,71.43%,$50.88,$50.88,2,2
B09LJ47KZM,B0B6B6WJMV,"COSTUME AGENT Jumbo Christmas Balls - 15/18/25/30 Inch Oversized Ornaments | Extra Large Giant Holiball Inflatable Ornaments for Indoor Outdoor Christmas Decorations, Weddings & Birthday Parties",102028-InfOrnament-30-Pink-FBA,14,0,0.02%,0.00%,16,0,0.01%,0.00%,81.82%,0.00%,6,0,42.86%,0.00%,$299.94,$0.00,2,0
B0B8F5BTT3,B0B8F17C2C,South Colorado Kid Jacket and Gloves Deluxe Halloween Costume Cosplay,220903-EricCostume-XXL,18,0,0.02%,0.00%,20,0,0.02%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,$97.98,$0.00,2,0
B0B8TC39K9,B0B8T7KYRG,Good Burger Movie Button Up Shirt Hat and Name Tag Costumes for Halloween & Cosplay,220884-GoodBurgerCostume-XL,6,0,0.01%,0.00%,10,0,0.01%,0.00%,87.50%,0.00%,2,0,33.33%,0.00%,$85.98,$0.00,2,0
B0B94SSNK2,B0B94T8JVX,Dazed Confused David Halloween Costume T-Shirt Tee White,DazedConfusedTedNugent-Shirt-XL,18,0,0.02%,0.00%,26,0,0.02%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,$49.90,$0.00,2,0
B0B94SZLD5,B0B94TMP7K,Adult Unisex Marty McFly Denim Shirt Red Puffy Vest Halloween Cosplay Costume,220895-MartyMcflyCostume-M,16,0,0.02%,0.00%,22,0,0.02%,0.00%,92.86%,0.00%,2,0,12.50%,0.00%,$139.90,$0.00,2,0
B0B981VV5P,B0B983H6LX,Ripple Junction Ted Lasso Coach AFC Richmond Sweater Costume Long-Sleeve Sweatshirts for Cosplay & Halloween,220893-TedLassoSweater-L,6,0,0.01%,0.00%,8,0,0.01%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,$99.90,$0.00,2,0
B0BG3C1D13,B0BG3DLRN6,Space Balls Barf Halloween Costume Set Cosplay,220944-BarfCostumeSet-2X-3X,33,1,0.04%,0.10%,44,1,0.04%,0.08%,100.00%,100.00%,2,0,6.06%,0.00%,$179.90,$0.00,2,0
B0BG67GSDX,B0BG67GSDX,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, m, Regular, Raphael)",TMNTShirt-Youth-Raphael-M,24,0,0.03%,0.00%,33,0,0.03%,0.00%,100.00%,0.00%,2,0,8.33%,0.00%,$39.90,$0.00,2,0
B0BGMDXHGL,B0BGMB6B12,"Bel Air Prince Green Shirt, Shorts and Hat Halloween Costume Cosplay",220901-FreshPrinceCostume-XXL,26,1,0.03%,0.10%,33,1,0.03%,0.08%,75.00%,100.00%,2,0,7.69%,0.00%,$97.98,$0.00,2,0
B0BGMDXHGL,B0BGMFXM9G,"Bel Air Prince Green Shirt, Shorts and Hat Halloween Costume Cosplay",220901-FreshPrinceCostume-M,83,1,0.10%,0.10%,98,2,0.09%,0.15%,95.88%,100.00%,2,0,2.41%,0.00%,$97.98,$0.00,2,0
B0BGQLJVDB,B0BGQP27MN,"Christmas Green Monster Furry Jumpsuit Shoes Gloves and Mask Halloween Costume Cosplay (Green Monster Santa Hat Mask, L/XL)",GreenMonsterSuit-SantaMask-L-XL,24,0,0.03%,0.00%,27,0,0.02%,0.00%,78.26%,0.00%,2,0,8.33%,0.00%,$119.90,$0.00,2,0
B0BGQLJVDB,B0BGQPKPCY,"Christmas Green Monster Furry Jumpsuit Shoes Gloves and Mask Halloween Costume Cosplay (Green Monster Standard Mask, S/M)",GreenMonsterSuit-Mask1-S-M,207,0,0.24%,0.00%,265,0,0.24%,0.00%,96.15%,0.00%,2,0,0.97%,0.00%,$119.90,$0.00,2,0
B0BGQLJVDB,B0BGQQSVQV,"Christmas Green Monster Furry Jumpsuit Shoes Gloves and Mask Halloween Costume Cosplay (Green Monster Standard Mask, 2X/3X)",GreenMonsterSuit-Mask1-2X-3X,79,1,0.09%,0.10%,97,1,0.09%,0.08%,97.50%,0.00%,2,0,2.53%,0.00%,$119.90,$0.00,2,0
B0BGQFF53M,B0BGR5XF4H,Beer Fest USA Blue and Red Tracksuit Jacket and Pants Halloween Costume Cosplay,220939-BeerfestTracksuit-XXL,3,0,0.00%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,3,0,100.00%,0.00%,$209.85,$0.00,2,0
B0BYPPLJ7Q,B0BK21WJFH,MJC Adult Unisex Smiling Grinch All Over Santa Hat Christmas Pajama Lounge Pants,267345-GrinchPJPants-L,5,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,$39.90,$0.00,2,0
B0BKTQ48ZD,B0BKTMNBMM,Maruchan Caution Hot Noodles Lounge Pants for Mens and Womens Sleepwear,MUMA00EMNP-HotNoodsPants-XL,128,1,0.15%,0.10%,163,1,0.14%,0.08%,98.77%,100.00%,2,0,1.56%,0.00%,$39.90,$0.00,2,0
B0BL1KL2VR,B0BL1MY6PL,Mickey Mouse Santa Hat Cardigan Ugly Christmas Sweater Multicolor,DSSCDRA-MickeyHeadsHoliday-L,51,0,0.06%,0.00%,63,0,0.06%,0.00%,95.16%,0.00%,2,0,3.92%,0.00%,$69.90,$0.00,2,0
B0BYBF157H,B0BY9YKTSB,Teenage Mutant Ninja Turtles TMNT Halloween Costume Pajama Union Suit with Hood for Mens and Womens,NK0072-TMNTPJDonatello-S,71,0,0.08%,0.00%,86,0,0.08%,0.00%,90.00%,0.00%,2,0,2.82%,0.00%,$91.90,$0.00,2,0
B0BYBF157H,B0BYB56Q3N,Teenage Mutant Ninja Turtles TMNT Halloween Costume Pajama Union Suit with Hood for Mens and Womens,NK0068-TMNTPJMike-S,76,0,0.09%,0.00%,106,0,0.09%,0.00%,80.65%,0.00%,2,0,2.63%,0.00%,$91.90,$0.00,2,0
B01LBRL76Q,B0C2WQGB8N,Caribbean Pirate Costume Boots Brown,100576BROWN-XXL,32,0,0.04%,0.00%,36,0,0.03%,0.00%,100.00%,0.00%,2,0,6.25%,0.00%,$151.90,$0.00,2,0
B072K9Y1SC,B0C2X879R9,Pro Wrestling Costume Boots,wrestlingboots-XXLY,66,0,0.08%,0.00%,80,0,0.07%,0.00%,89.29%,0.00%,2,0,3.03%,0.00%,$119.90,$0.00,2,0
B07TXLBL2M,B0C3MQ7XPL,"COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Blue Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Green Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party",204070-DetectiveGREENShirt-4X,13,0,0.01%,0.00%,17,0,0.02%,0.00%,100.00%,0.00%,2,0,15.38%,0.00%,$79.90,$0.00,2,0
B08LMMYL27,B0C8BS9L97,Adult Unisex Master Roshi Character Halloween Cosplay Costume Button Down Shirt,220793-MasterRoshiShirt-4XL,4,0,0.00%,0.00%,8,0,0.01%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,$69.90,$0.00,2,0
B07D1Z7CTQ,B00015HG2Y,Led Zeppelin 1977 American Tour Black Mens T-Shirt Tee,ledzeppelin002-M,24,0,0.03%,0.00%,31,0,0.03%,0.00%,100.00%,0.00%,1,0,4.17%,0.00%,$21.95,$0.00,1,0
B001ULD8I4,B000A5LQYY,"Sanford and Son ""You big Dummy"" T-shirt Blue [Apparel] Size: Large",sanford034-L,13,0,0.01%,0.00%,23,0,0.02%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,$19.95,$0.00,1,0
B001ULD8I4,B000A5N89K,"Sanford and Son ""You Big Dummy T-Shirt Blue",sanford034-XL,3,0,0.00%,0.00%,4,0,0.00%,0.00%,75.00%,0.00%,1,0,33.33%,0.00%,$19.95,$0.00,1,0
B07BZPQQZY,B000A5OW3G,Miami Vice Adult Black T-Shirt (Adult Medium),miami036-M,7,0,0.01%,0.00%,11,0,0.01%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$19.95,$0.00,1,0
B07CLSVKTR,B000A5QY50,"WWE Hulk Hogan Hulkamania Men's T-shirt, Gold XL [Apparel] [Apparel]",hulk001-XL,26,0,0.03%,0.00%,29,0,0.03%,0.00%,76.92%,0.00%,1,0,3.85%,0.00%,$22.99,$0.00,1,0
B07CSCKQPZ,B000BBCESE,Sanford and Son Adult Unisex 1970s TV Show Redd Foxx Buy and Sell Junk T-Shirt Grey,sanford064-L,41,1,0.05%,0.10%,45,1,0.04%,0.08%,97.78%,100.00%,1,0,2.44%,0.00%,$18.95,$0.00,1,0
B07CKR7H1V,B000CD8UJI,A-Team T-Shirt Green (XXL),ateam001-XXL,20,1,0.02%,0.10%,28,2,0.02%,0.15%,96.43%,100.00%,1,0,5.00%,0.00%,$17.95,$0.00,1,0
B07BTQNG2Z,B000CDAQEA,Napoleon Dynamite Vote for Pedro T-Shirt White,pedro001-L,20,0,0.02%,0.00%,28,0,0.02%,0.00%,100.00%,0.00%,1,0,5.00%,0.00%,$21.95,$0.00,1,0
B07BTQNG2Z,B000CDAQEA,Napoleon Dynamite Vote for Pedro T-Shirt White,pedro001-FBA-L,20,0,0.02%,0.00%,28,0,0.02%,0.00%,100.00%,0.00%,1,0,5.00%,0.00%,$22.95,$0.00,1,0
B07CKR7H1V,B000CDCPA8,A-Team T-Shirt Green (Small),ateam001-S,14,0,0.02%,0.00%,19,0,0.02%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$17.95,$0.00,1,0
B07BTWH7FL,B000CDCPRG,Napoleon Dynamite Liger T-Shirt Black,pedro003-M,10,0,0.01%,0.00%,12,0,0.01%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,$17.95,$0.00,1,0
B07BTWH7FL,B000CDCPTY,Napoleon Dynamite Liger T-shirt Black,pedro003-XL,11,0,0.01%,0.00%,16,0,0.01%,0.00%,87.50%,0.00%,1,0,9.09%,0.00%,$17.95,$0.00,1,0
B07BXP54P9,B000EWG4TU,Married with Children Adult Unisex Al Bundy Character Polk High Costume T-Shirt Blue,albundy001-XL,7,0,0.01%,0.00%,9,0,0.01%,0.00%,66.67%,0.00%,1,0,14.29%,0.00%,$13.15,$0.00,1,0
B07BXP54P9,B000EWG4UE,Married with Children Al Bundy Polk High T-shirt Blue,albundy001-XXL,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$13.75,$0.00,1,0
B000EWK8YC,B000EWG4WC,Married with Children Al Bundy NO MA'AM White T-Shirt Tee (XXL),albundy002-XXL,14,0,0.02%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$19.95,$0.00,1,0
B07BXP54P9,B000EWK8XS,Married with Children Adult Unisex Al Bundy Character Polk High Costume T-Shirt Blue,albundy001-L,17,0,0.02%,0.00%,30,0,0.03%,0.00%,100.00%,0.00%,1,0,5.88%,0.00%,$13.15,$0.00,1,0
B07C1BT38J,B000FI2YPG,Napoleon Dynamite Tina You Fat Lard T-Shirt Blue,pedro009-XL,6,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$16.95,$0.00,1,0
B07CP1MBW7,B000FIA2RI,Miami Vice T-shirt Light Blue - X-Large,miami003-XL,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$19.95,$0.00,1,0
B07CRL3XFJ,B000HQ6Q4Q,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: XX-Large",hulk003-FBA-2XL,61,0,0.07%,0.00%,70,0,0.06%,0.00%,98.48%,0.00%,1,0,1.64%,0.00%,$23.95,$0.00,1,0
B07BZFXNL7,B000LNC64O,Don't Hassel the Hoff t-shirt blue,Hoff001-M,5,0,0.01%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$15.95,$0.00,1,0
B07BZFXNL7,B000LNC658,Don't Hassel The Hoff t-Shirt Blue (X-Large),Hoff001-XL,5,0,0.01%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$15.95,$0.00,1,0
B07CKLCZBG,B000LNE692,Dodgeball Adult Unisex Movie Average Joe's Team Halloween Cosplay T-Shirt Yellow,Joes001-XL,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$19.95,$0.00,1,0
B000LNH6FI,B000LNFX4Y,SNL Da Bears Navy T-Shirt (XXL),Bears001-XXL,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,1,0,100.00%,0.00%,$16.95,$0.00,1,0
B07BZFXNL7,B000LNH6EY,Don't Hassel The Hoff t-Shirt Blue,Hoff001-XXL,7,0,0.01%,0.00%,10,0,0.01%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$15.95,$0.00,1,0
B000RL65EC,B000RL2POQ,Greatest American Hero Adult Unisex Ralph Hinckley Cosplay Costume T-Shirt Red,greatest002-XL,12,0,0.01%,0.00%,15,0,0.01%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,$21.95,$0.00,1,0
B000RL65EC,B000RL2PP0,Greatest American Hero Adult Unisex Ralph Hinckley Cosplay Costume T-Shirt Red,greatest002-XXL,24,0,0.03%,0.00%,29,0,0.03%,0.00%,95.83%,0.00%,1,0,4.17%,0.00%,$21.95,$0.00,1,0
B07BTQMG6B,B000WNOZUQ,Office Space Initech Software Company Logo T-Shirt Gray,Offspace001-L,8,0,0.01%,0.00%,11,0,0.01%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$18.95,$0.00,1,0
B07CBSCYDF,B000YY6HU4,Peanuts Charlie Brown Costume T-Shirt,Peanuts001-S,25,1,0.03%,0.10%,27,1,0.02%,0.08%,96.15%,100.00%,1,0,4.00%,0.00%,$21.95,$0.00,1,0
B07C4TCVBR,B0012O6H1E,SNL Saturday Night Live Christopher Walken More Cowbell Black T-Shirt (Medium),SNL011-M,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$19.95,$0.00,1,0
B07CBSCYDF,B0012ODARS,Peanuts Charlie Brown Costume T-Shirt (Adult XX-Large),Peanuts001-XXL,50,0,0.06%,0.00%,59,0,0.05%,0.00%,92.73%,0.00%,1,0,2.00%,0.00%,$21.95,$0.00,1,0
B07C9N38TS,B0015MIO5A,Sesame Street Elmo Face Red Tee T-Shirt,sesame002-XXL,8,1,0.01%,0.10%,10,1,0.01%,0.08%,100.00%,100.00%,1,1,12.50%,100.00%,$19.75,$19.75,1,1
B07C25LYMB,B00180TVGU,Seinfeld You're Not Sponge-Worthy Juniors Pink T-Shirt Tee,Sein003-M,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$19.95,$0.00,1,0
B00195ZPVO,B00195ZPVO,Married with Children Al Bundy Polk High 33 Blue Football Jersey Costume (X-Large),PolkHighJersey-XL,46,0,0.05%,0.00%,60,0,0.05%,0.00%,93.33%,0.00%,1,0,2.17%,0.00%,$39.95,$0.00,1,0
B07CBCX8VV,B001C40Y1I,"The Office Michael Scott's Fun Run Race Blue T-Shirt Tee, Large",Office008-L,7,0,0.01%,0.00%,11,0,0.01%,0.00%,72.73%,0.00%,1,0,14.29%,0.00%,$18.79,$0.00,1,0
B001C40Y3G,B001C40Y3G,The Office Michael Scott's Fun Run Race Blue T-Shirt Tee XXL,Office008-XXL,144,2,0.17%,0.20%,187,2,0.17%,0.15%,91.44%,100.00%,1,0,0.69%,0.00%,$18.79,$0.00,1,0
B07BTY799Y,B001D6AD4I,JAWS Shark Head Navy T-Shirt Tee,jaws003-M,2,0,0.00%,0.00%,2,0,0.00%,0.00%,50.00%,0.00%,1,0,50.00%,0.00%,$12.95,$0.00,1,0
B001EJCFCM,B001EJCFCM,Doctor Who Tardis Police Box Enamel Men Pin,doctorwhopin001,7,0,0.01%,0.00%,8,0,0.01%,0.00%,87.50%,0.00%,1,0,14.29%,0.00%,$7.99,$0.00,1,0
B001G4ZG1C,B001G4ZG1C,Dukes of Hazzard 01 Temporary Tattoo (Set of 10),dukestattoo,5,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$5.00,$0.00,1,0
B07BKZ6RS2,B001GAF2D8,Saturday Night Live SNL More Cowbell Costume Shirt with BellSNL More Cowbell Costume Shirt with Bell (Adult Medium) Brown,cowbellshirt-M,13,0,0.01%,0.00%,21,0,0.02%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,$39.95,$0.00,1,0
B07BKZ6RS2,B001GAKK5I,Saturday Night Live SNL More Cowbell Costume Shirt with Bell (Adult 3X) Brown,cowbellshirt-XXXL,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$39.95,$0.00,1,0
B001GJQEAO,B001GJQEAO,"Sanford and Son ""5 across yo lip"" T-shirt Black (XXXX-Large)",sanford068-XXXXL,18,1,0.02%,0.10%,21,2,0.02%,0.15%,100.00%,100.00%,1,0,5.56%,0.00%,$19.95,$0.00,1,0
B07BKPYCBG,B001GMWJ50,The Warriors Furies Pinstriped Baseball Jersey Pants White,furiespants-XXL,7,0,0.01%,0.00%,8,0,0.01%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$29.99,$0.00,1,0
B07CCB15N8,B001KW2J1A, ,Juno001-XXL,14,0,0.02%,0.00%,22,0,0.02%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$17.95,$0.00,1,0
B07CCB15N8,B001KW739S, ,Juno001-M,21,0,0.02%,0.00%,28,0,0.02%,0.00%,94.44%,0.00%,1,0,4.76%,0.00%,$17.95,$0.00,1,0
B001M15DAI,B001M15DAI,CSI Crime Scene Investigation Black T-shirt Tee,csi001-L,8,0,0.01%,0.00%,19,0,0.02%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$19.95,$0.00,1,0
B07CQYL3Y2,B001PKZWVG,"Napoleon Dynamite Complete Costume Kit: Adult Vote For Pedro T-Shirt, Accessory Kit and Moon Boots (Small)",napoleonaccesssoryboots-S,6,0,0.01%,0.00%,6,0,0.01%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$49.95,$0.00,1,0
B07CQYL3Y2,B001PKZWXY,"Napoleon Dynamite Complete Costume Kit: Adult Vote For Pedro T-Shirt, Accessory Kit and Moon Boots (XX-Large)",napoleonaccesssoryboots-XXL,5,0,0.01%,0.00%,5,0,0.00%,0.00%,75.00%,0.00%,1,0,20.00%,0.00%,$49.95,$0.00,1,0
B0024L8NNO,B0024L4YEQ,Wu-Tang Clan Logo Black T-Shirt Tee,wutang001-S,99,1,0.11%,0.10%,124,2,0.11%,0.15%,96.77%,100.00%,1,0,1.01%,0.00%,$22.95,$0.00,1,0
B07D1VHNGL,B0024L8HXK,Arrested Development Money Banana Stand White T-Shirt Tee (XXL),arrested004-XXL,7,0,0.01%,0.00%,11,0,0.01%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$21.95,$0.00,1,0
B071D61VZR,B0026HUVRC,Costume Agent Tommy Boy Callahan Auto Parts White T-Shirt (Adult XX-Large,tommyboy002-XXL,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$16.95,$0.00,1,0
B0026PNI8I,B0026PJK1C,The Big Lebowski Kaoru Betto Baseball Raglan T-Shirt (Adult Small) Brown,bigl012-S,11,0,0.01%,0.00%,15,0,0.01%,0.00%,92.86%,0.00%,1,0,9.09%,0.00%,$28.95,$0.00,1,0
B0026PNI8I,B0026PJK2Q,The Big Lebowski Kaoru Betto Baseball Raglan T-Shirt (Adult Medium) Brown,bigl012-M,30,0,0.03%,0.00%,32,0,0.03%,0.00%,96.55%,0.00%,1,0,3.33%,0.00%,$28.95,$0.00,1,0
B0026PNI8I,B0026PJK44,The Big Lebowski Kaoru Betto Baseball Raglan T-Shirt (Adult XXL) Brown,bigl012-XXL,13,0,0.01%,0.00%,16,0,0.01%,0.00%,81.82%,0.00%,1,0,7.69%,0.00%,$28.95,$0.00,1,0
B002717ROC,B002717RSI,Amusement Park Games Games Games Light Blue T-Shirt Tee (Large),adventure001-L,9,0,0.01%,0.00%,9,0,0.01%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,$19.95,$0.00,1,0
B002717ROC,B00271D7SM,Amusement Park Games Games Games Light Blue T-Shirt Tee (Small),adventure001-S,11,0,0.01%,0.00%,14,0,0.01%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,$19.95,$0.00,1,0
B00543K5QM,B002DW4XHE,"American Classics Men's Hulk Hogan Hulkamania T-Shirt, Red, Large",hulk001r-L,8,0,0.01%,0.00%,8,0,0.01%,0.00%,87.50%,0.00%,1,0,12.50%,0.00%,$22.95,$0.00,1,0
B07BVDDLV6,B002DZT5AQ,The Office Dunder Mifflin Scranton Branch Picnic Red T-Shirt Tee,office023-M,15,0,0.02%,0.00%,22,0,0.02%,0.00%,94.74%,0.00%,1,0,6.67%,0.00%,$16.95,$0.00,1,0
B002E0107G,B002DZT7FY,Revenge of the Nerds High On Stress White T-Shirt Tee,revengenerds002-XL,8,2,0.01%,0.20%,10,3,0.01%,0.23%,90.00%,66.67%,1,0,12.50%,0.00%,$19.99,$0.00,1,0
B002E0107G,B002DZX7BY,Revenge of the Nerds High On Stress White T-Shirt Tee,revengenerds002-L,4,0,0.00%,0.00%,6,0,0.01%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$19.99,$0.00,1,0
B07BVDDLV6,B002DZX7M8,The Office Dunder Mifflin Scranton Branch Picnic Red T-Shirt Tee,office023-XL,8,0,0.01%,0.00%,9,0,0.01%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$16.95,$0.00,1,0
B002E0107G,B002DZZDZM,Revenge of the Nerds High On Stress White T-Shirt Tee,revengenerds002-S,4,1,0.00%,0.10%,4,1,0.00%,0.08%,100.00%,100.00%,1,0,25.00%,0.00%,$19.99,$0.00,1,0
B002E0107G,B002E02GK6,Revenge of the Nerds High On Stress White T-Shirt Tee,revengenerds002-XXL,5,0,0.01%,0.00%,7,0,0.01%,0.00%,85.71%,0.00%,1,0,20.00%,0.00%,$19.95,$0.00,1,0
B07BNV6HSH,B002EJ553M,Transformers Evil Decepticon Colored Face T-Shirt Tee Black,MFtransformers021-S,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$9.95,$0.00,1,0
B07C2YGSVX,B002FC1LPY,Doctor Who Wibbly Wobbly Quote Adult Gray T-Shirt (Adult Small),drwho006-S,12,1,0.01%,0.10%,18,1,0.02%,0.08%,100.00%,100.00%,1,0,8.33%,0.00%,$9.95,$0.00,1,0
B07CQYWPTL,B002FC67NU,Tuxedo Dumb Dumber Tux Costume Light Blue T-Shirt Tee,lightbluetux-M,4,0,0.00%,0.00%,9,0,0.01%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$19.95,$0.00,1,0
B002MQN1G0,B002MQN1IS,Seinfeld Cosmo Kramer Lobster Button-Up White Shirt,sein023-M,14,0,0.02%,0.00%,20,0,0.02%,0.00%,94.74%,0.00%,1,0,7.14%,0.00%,$49.95,$0.00,1,0
B002MQN1G0,B002MQTZ4W,Seinfeld Cosmo Kramer Lobster Button-Up White Shirt,sein023-XXL,10,0,0.01%,0.00%,13,0,0.01%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,$49.95,$0.00,1,0
B002QB9UUW,B002QB9UUW,Thundercats Logo Heat Sealed Embroidery Patch,thundercatspatch,6,0,0.01%,0.00%,6,0,0.01%,0.00%,66.67%,0.00%,1,0,16.67%,0.00%,$10.95,$0.00,1,0
B07C111JH7,B002QSKJV4,Top Gun Logo and Maverick Name Adult Heather Navy T-Shirt (Adult XX-Large),topgun002-XXL,5,0,0.01%,0.00%,5,0,0.00%,0.00%,75.00%,0.00%,1,0,20.00%,0.00%,$21.95,$0.00,1,0
B072SCMW48,B002SBIA6A,"Rowdy Roddy Piper Hot Rod Wrestling White Adult T-shirt Tee, XL",roddypiper001-XL,46,0,0.05%,0.00%,58,0,0.05%,0.00%,98.18%,0.00%,1,0,2.17%,0.00%,$21.95,$0.00,1,0
B002W8PVGG,B002W8NT6A,Power Rangers The Green Rangers Costume Adult T-Shirt Tee,powerrangers009-XL,14,0,0.02%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$21.95,$0.00,1,0
B002W8PVGG,B002W8S4QK,Power Rangers The Green Rangers Costume Adult T-Shirt Tee,powerrangers009-L,14,0,0.02%,0.00%,19,0,0.02%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$21.95,$0.00,1,0
B002X8L1IC,B002X8IZCC,The Avatar Neytiri Feather Frame Navy Juniors/Ladies T-Shirt Tee (S),avatar001-S,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$9.95,$0.00,1,0
B07BS2H19H,B002X8PTIU,Revenge of the Nerds Lambda Booger 69 Black Adult Hoodie Sweathshirt,revengenerds004-S,14,5,0.02%,0.51%,32,20,0.03%,1.51%,93.75%,95.00%,1,1,7.14%,20.00%,$24.70,$24.70,1,1
B002XGGE6S,B002XGGE6S,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,sbb015-M,28,0,0.03%,0.00%,41,0,0.04%,0.00%,100.00%,0.00%,1,0,3.57%,0.00%,$31.95,$0.00,1,0
B0921RYB7B,B00337OMGU,Transformers Distressed Optimus Prime Washed Red Adult T-Shirt,trans016-L,4,0,0.00%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$12.95,$0.00,1,0
B07BRRYDGL,B003455FTY,SNL Saturday Night Live More Cowbell Vintage Tan with Brown Ringers T-Shirt Tee,SNL007tan-S,6,0,0.01%,0.00%,6,0,0.01%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$19.95,$0.00,1,0
B07BRRYDGL,B003455FWQ,SNL Saturday Night Live More Cowbell Vintage Tan with Brown Ringers T-Shirt Tee,SNL007tan-XXL,18,2,0.02%,0.20%,20,2,0.02%,0.15%,100.00%,100.00%,1,0,5.56%,0.00%,$19.95,$0.00,1,0
B07BRRYDGL,B00345BEBM,"SNL Saturday Night Live More Cowbell Vintage Tan with Brown Ringers T-Shirt Tee, Tan, Medium",SNL007tan-M,8,0,0.01%,0.00%,8,0,0.01%,0.00%,75.00%,0.00%,1,0,12.50%,0.00%,$19.95,$0.00,1,0
