(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B01BFNKSD4,B01BFNKSFW,Shopkins Love to Shop White T-Shirt (Toddler 6),shopkins004-6,34,0,0.01%,0.00%,43,0,0.01%,0.00%,100.00%,0.00%,2,0,5.88%,0.00%,$29.90,$0.00,2,0
B01BFNKSD4,B01BFNKVZY,Shopkins Love to Shop White T-Shirt (Toddler 4),shopkins004-4,31,0,0.01%,0.00%,35,0,0.01%,0.00%,100.00%,0.00%,2,0,6.45%,0.00%,$33.90,$0.00,2,0
B07CR1F94G,B01IC2QU4C,Bioworld Suicide Squad Harley Quinn Women's Costume Bomber Jacket (Small),suicidesquad010-S,254,3,0.08%,0.09%,347,4,0.09%,0.09%,99.41%,100.00%,2,0,0.79%,0.00%,$119.98,$0.00,2,0
B01J6J58SO,B01J6J5CGW,M&M's Chocolate Candy Character Face Orange T-Shirt (Juniors Medium),mm003JRSorange-M,70,1,0.02%,0.03%,95,1,0.02%,0.02%,91.86%,100.00%,2,0,2.86%,0.00%,$47.90,$0.00,2,0
B01J6J58SO,B01J6J5EXS,M&M's Chocolate Candy Character Face Yellow T-Shirt (Juniors XX-Large),mm003JRSyellow-XXL,116,1,0.04%,0.03%,162,1,0.04%,0.02%,98.13%,100.00%,2,0,1.72%,0.00%,$47.90,$0.00,2,0
B01J6J58SO,B01J6J5P4Q,M&M's Chocolate Candy Character Face Orange T-Shirt (Juniors X-Large),mm003JRSorange-XL,71,1,0.02%,0.03%,87,1,0.02%,0.02%,98.77%,100.00%,2,0,2.82%,0.00%,$47.90,$0.00,2,0
B01JGPD2DG,B01JGPD2X6,STAR WARS One Piece Zip Up Pajama Jumpsuit Kigurumi (Adult Large) White,bb8kigurumi-L,63,0,0.02%,0.00%,74,0,0.02%,0.00%,100.00%,0.00%,2,0,3.17%,0.00%,$39.90,$0.00,2,0
B07CKXLQW7,B01JGYNHRI,"Costume Agent Big Lebowski Costume Pajama - Sweater Pajama Pants from The Dude Costume Big Lebowski | Men Pajama for Halloween Costume, Cosplay, Comic Con, Everyday Use & Themed Birthday Party",biglpants001-3XL,17,0,0.01%,0.00%,17,0,0.00%,0.00%,92.31%,0.00%,2,0,11.76%,0.00%,$67.90,$0.00,2,0
B01JTHAY46,B01JQ2IQA8,Pac-Man Game On Women's White Tank (Medium),pacman004-M,15,0,0.00%,0.00%,25,0,0.01%,0.00%,96.00%,0.00%,2,0,13.33%,0.00%,$29.90,$0.00,2,0
B01JSH2IZA,B01JSFN0I6,Suicide Squad Harley Quinn Bravo Detainee 3 Piece Womans Costume Set (X-Large) Orange/Gray,suicidesquad005womens-XL,89,1,0.03%,0.03%,98,1,0.03%,0.02%,95.83%,100.00%,2,0,2.25%,0.00%,$129.90,$0.00,2,0
B01JSH2E7C,B01JSFN4V4,Suicide Squad Harley Quinn Bravo Detainee Burn After Use Womans Costume Tank (Large) Light Heather Gray,suicidesquad006-L,26,0,0.01%,0.00%,36,0,0.01%,0.00%,94.44%,0.00%,2,0,7.69%,0.00%,$35.90,$0.00,2,0
B01KP1L7IW,B01KP1LI8G,Ghostbusters Venkman Costume Jumpsuit (X-Large) Khaki,ghost023-XL,42,1,0.01%,0.03%,51,4,0.01%,0.09%,100.00%,100.00%,2,1,4.76%,100.00%,$105.45,$52.46,2,1
B01LBRL7XY,B01LBRLAG8,Superhero Cosplay Halloween Costume Black Boots,100578BLACK-S,7,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,2,0,28.57%,0.00%,$147.90,$0.00,2,0
B01NH0695P,B01LFHL75I,Lift Me Walking Carrying Adult Costume,220623-youth,47,0,0.02%,0.00%,69,0,0.02%,0.00%,73.53%,0.00%,2,0,4.26%,0.00%,$23.90,$0.00,2,0
B01LZTF3AW,B01LX7MHKZ,Star Wars at-at Reindeer Ugly Christmas Sweater (Adult XXXX-Large),starwars168-4X,28,0,0.01%,0.00%,32,0,0.01%,0.00%,96.88%,0.00%,2,0,7.14%,0.00%,$99.90,$0.00,2,0
B0026PNI8I,B01LXJENQR,The Big Lebowski Kaoru Betto Baseball Raglan T-Shirt (Adult XXX-Large) Brown,bigl012-3X,21,0,0.01%,0.00%,23,0,0.01%,0.00%,95.24%,0.00%,2,0,9.52%,0.00%,$57.90,$0.00,2,0
B072K9Y1SC,B01LXLIG0A,"Pro Wrestling Costume Boots (X-Large, Yellow)",wrestlingboots-XLY,44,1,0.01%,0.03%,54,1,0.01%,0.02%,98.00%,100.00%,2,0,4.55%,0.00%,$119.98,$0.00,2,0
B01M0NZKPF,B01LYD0JAV,Deluxe Muscle Suit Costume (LS) Beige,220654-LS,107,1,0.04%,0.03%,122,1,0.03%,0.02%,100.00%,100.00%,2,0,1.87%,0.00%,$165.90,$0.00,2,0
B01M0NZKPF,B01LYOTQTK,Deluxe Muscle Suit Costume (XXL) Beige,220654-XXL,91,0,0.03%,0.00%,117,0,0.03%,0.00%,90.65%,0.00%,2,0,2.20%,0.00%,$165.90,$0.00,2,0
B01M0NZKPF,B01LZ0I5BM,Deluxe Muscle Suit Costume (MS),220654-MS,40,0,0.01%,0.00%,44,0,0.01%,0.00%,94.87%,0.00%,2,0,5.00%,0.00%,$165.90,$0.00,2,0
B01LZGSU58,B01LZ5362L,RICK AND MORTY Mr. Meeseeks Onesie with Butt Flap (Large) Blue,rickmortyONESIE001-L,44,0,0.01%,0.00%,60,0,0.02%,0.00%,98.33%,0.00%,2,0,4.55%,0.00%,$109.90,$0.00,2,0
B072K9Y1SC,B01LZVK16L,"Pro Wrestling Costume Boots (X-Large, Red)",wrestlingboots-XLRed,43,0,0.01%,0.00%,43,0,0.01%,0.00%,92.31%,0.00%,2,0,4.65%,0.00%,$113.98,$0.00,2,0
B01M18TSKJ,B01M18TSKJ,DC Comics The Flash Bolt with Wings Adult Beanie Red,theflashbeanie,64,0,0.02%,0.00%,76,0,0.02%,0.00%,94.74%,0.00%,2,0,3.13%,0.00%,$39.90,$0.00,2,0
B07CKR9PHS,B01MDKBUL0,Artbox Hulkamania Yellow T-Shirt (Youth Medium),hulk001ym,53,1,0.02%,0.03%,61,1,0.02%,0.02%,79.31%,100.00%,2,0,3.77%,0.00%,$35.90,$0.00,2,0
B01MQMJMHO,B01MXOQ6HM,Santa Claus Inflatable Chub Suit ® Costume With Beard and Hat (TEEN),santachubsuitTEEN,43,0,0.01%,0.00%,63,0,0.02%,0.00%,95.24%,0.00%,2,0,4.65%,0.00%,$45.90,$0.00,2,0
B01N25E2WB,B01N14022E,MASH 4077th Circle Army Green T-Shirt (Adult Medium),mash009-M,57,1,0.02%,0.03%,60,1,0.02%,0.02%,93.18%,100.00%,2,0,3.51%,0.00%,$39.90,$0.00,2,0
B01JSH2B0C,B01N3SRXH8,Suicide Squad Harley Quinn Daddy's Little Monster Women's Top with Rips (XXX-Large) White/Red,suicidesquad003-3X,194,3,0.06%,0.09%,242,3,0.06%,0.07%,100.00%,100.00%,2,0,1.03%,0.00%,$55.90,$0.00,2,0
B01N25E2WB,B01N6U01JY,MASH 4077th Circle Army Green T-Shirt (Adult XX-Large),mash009-XXL,16,0,0.01%,0.00%,20,0,0.01%,0.00%,100.00%,0.00%,2,0,12.50%,0.00%,$39.90,$0.00,2,0
B07CRCX3L4,B01NC0THSC,The Big Bang Theory Sheldon Bats Adult Green T-Shirt (Adult Small),bigbang072-S,20,0,0.01%,0.00%,23,0,0.01%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,$39.90,$0.00,2,0
B071F9HHYF,B071F9HHYF,"HPO Daughter of Villain Braids Descendants Wig (Adult, Purple)",1172-EvieWig,136,1,0.04%,0.03%,164,1,0.04%,0.02%,97.56%,100.00%,2,0,1.47%,0.00%,$29.90,$0.00,2,0
B074PDG4GM,B074PDG4GM,"Concept One Accessories Bob's Burgers Louise Cosplay Fleece Hat, Pink, One Size",ETBO6011-COLouiseHat,112,1,0.04%,0.03%,137,1,0.04%,0.02%,92.70%,100.00%,2,0,1.79%,0.00%,$29.90,$0.00,2,0
B074PF2QST,B074PDLTFB,Replica Wolverine Jacket (Men's Medium),WolverineJacket-M,117,1,0.04%,0.03%,139,1,0.04%,0.02%,100.00%,100.00%,2,0,1.71%,0.00%,$119.98,$0.00,2,0
B0756GBRL9,B0756GBRL9,WW Peel and Stick Temporary Arm Glitter Tattoo,6279-WonderWLogoArmTattoo,27,0,0.01%,0.00%,34,0,0.01%,0.00%,91.18%,0.00%,2,0,7.41%,0.00%,$13.00,$0.00,2,0
B0756JCMGD,B0756JCMGD,Super Girl Peel and Stick Jewels Face Tattoos,6125-JewelsSuperGirlFaceTattoos,20,0,0.01%,0.00%,26,0,0.01%,0.00%,100.00%,0.00%,3,0,15.00%,0.00%,$23.85,$0.00,2,0
B075FWSW7X,B075FWSW7X,Beauty Belle Adult Costume Wig,1144-BeautyWig,70,2,0.02%,0.06%,76,4,0.02%,0.09%,98.68%,100.00%,2,0,2.86%,0.00%,$29.90,$0.00,2,0
B09H7FPJ8D,B075MJS3J7,Space Jam Tune Squad Logo Lola Bunny #10 White Basketball Jersey (Adult Large),JLSN219-TuneSquadLOLA-L,124,1,0.04%,0.03%,158,2,0.04%,0.05%,98.71%,100.00%,3,2,2.42%,200.00%,$104.15,$69.20,2,1
B09H7FPJ8D,B075MLRC9M,Space Jam Tune Squad Logo Lola Bunny #10 White Basketball Jersey (Adult X-Large),JLSN219-TuneSquadLOLA-XL,96,3,0.03%,0.09%,122,3,0.03%,0.07%,98.35%,100.00%,2,1,2.08%,33.33%,$69.55,$34.60,2,1
B075NT77SZ,B075NSCK5C,DC Comics Batman Batgirl Catwoman Adult Studded Corset and Skirt Costume Set (Adult Large) Black/Gold,WB1243-WB1246-BatmanCostumeSet-L,90,0,0.03%,0.00%,117,0,0.03%,0.00%,100.00%,0.00%,2,0,2.22%,0.00%,$59.90,$0.00,2,0
B075NT77SZ,B075NSDB87,DC Comics Batman Batgirl Catwoman Adult Studded Corset and Skirt Costume Set (Adult Medium) Black/Gold,WB1243-WB1246-BatmanCostumeSet-M,123,1,0.04%,0.03%,168,1,0.04%,0.02%,98.81%,100.00%,2,0,1.63%,0.00%,$59.90,$0.00,2,0
B075Z344W3,B075YZZR62,Disney Minnie Mouse Bodysuit and Skirt Costume Set (Adult X-Large),A9031-32-MinnieBodysuitSkirtSet-XL,35,0,0.01%,0.00%,40,0,0.01%,0.00%,97.50%,0.00%,3,0,8.57%,0.00%,$104.85,$0.00,2,0
B075Z4K1XJ,B075Z7LHFM,Marvel Super Heroes All Over Sweetheart Dress (Adult Medium) Multicoloured,A9249-MarvelDress-M,50,0,0.02%,0.00%,73,0,0.02%,0.00%,86.96%,0.00%,2,0,4.00%,0.00%,$97.90,$0.00,2,0
B076631G4Z,B07662718Q,Costume Agent Juno Orange and White Pregnant Impersonation T-Shirt (Adult Medium),juno004-M,33,0,0.01%,0.00%,51,0,0.01%,0.00%,89.36%,0.00%,2,0,6.06%,0.00%,$43.90,$0.00,2,0
B076631G4Z,B07662MFGQ,Costume Agent Juno Orange and White Pregnant Impersonation T-Shirt (Adult Large),juno004-L,16,0,0.01%,0.00%,22,0,0.01%,0.00%,95.00%,0.00%,2,0,12.50%,0.00%,$44.90,$0.00,2,0
B076PR5HJG,B076PR5HJG,Adult Deluxe English Mustache Cosplay Costume Accessory Black,1153-EnglishMustache,4,1,0.00%,0.03%,4,1,0.00%,0.02%,75.00%,100.00%,2,0,50.00%,0.00%,$11.90,$0.00,2,0
B077G7H25J,B077G57LN6,Inflatable Soccer Ball Chub Suit Costume (Adult),220690-SoccerBallChubSuit-Adult,5,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,3,0,60.00%,0.00%,$119.85,$0.00,2,0
B08DBDNN42,B078T2ZCZ8,Rick and Morty Eye Pop Space Hipster Purple Panty - M,RM0106-RickMortyEyePopPanty-M,25,0,0.01%,0.00%,29,0,0.01%,0.00%,100.00%,0.00%,2,0,8.00%,0.00%,$25.90,$0.00,2,0
B07BB333B4,B07BB2R5R1,"Custom Tshirts Design Your Own Text or Image Adult Unisex T-Shirt (X-Large, Charcoal)",customshirtCharcoal-XL,12,0,0.00%,0.00%,17,0,0.00%,0.00%,85.71%,0.00%,2,0,16.67%,0.00%,$43.90,$0.00,2,0
B07BB333B4,B07BB2TS4C,"Custom Tshirts Design Your Own Text or Image Adult Unisex T-Shirt (Medium, Royal Blue)",customshirtRoyalBlue-M,15,0,0.00%,0.00%,53,0,0.01%,0.00%,62.75%,0.00%,2,0,13.33%,0.00%,$43.90,$0.00,2,0
B07BB333B4,B07BB3TGHR,"Custom Tshirts Design Your Own Text or Image Adult Unisex T-Shirt (X-Large, White)",customshirtWhite-XL,12,0,0.00%,0.00%,14,0,0.00%,0.00%,92.31%,0.00%,4,0,33.33%,0.00%,$87.80,$0.00,2,0
B07BB333B4,B07BB4HHKR,"Custom Tshirts Design Your Own Text or Image Adult Unisex T-Shirt (Small, Navy)",customshirtNavy-S,8,0,0.00%,0.00%,11,0,0.00%,0.00%,80.00%,0.00%,2,0,25.00%,0.00%,$43.90,$0.00,2,0
B07BB333B4,B07BB4RMGN,"Custom Tshirts Design Your Own Text or Image Adult Unisex T-Shirt (Medium, White)",customshirtWhite-M,9,0,0.00%,0.00%,13,0,0.00%,0.00%,33.33%,0.00%,3,0,33.33%,0.00%,$65.85,$0.00,2,0
B07BRLMRFZ,B07BRLNGMB,"Costume Agent Hulkamania Logo Snapsuit Infant Baby Romper (18 months, Red)",hulk007N-18,29,0,0.01%,0.00%,42,0,0.01%,0.00%,87.18%,0.00%,2,0,6.90%,0.00%,$37.90,$0.00,2,0
B07C9HTQL4,B07BRYN1S8,Hulkamania Hulk Hogan Juniors Yellow T-Shirt Tee (Juniors X-Large),hulk001jrYELN-XL,25,1,0.01%,0.03%,27,1,0.01%,0.02%,100.00%,0.00%,2,0,8.00%,0.00%,$39.90,$0.00,2,0
B07BS3Q947,B07BS56QSQ,WWE Hulk Hogan Hulkamania Adult T-Shirt (Adult XX-Large) Yellow,hulk001N-XXL,65,0,0.02%,0.00%,81,0,0.02%,0.00%,95.00%,0.00%,3,0,4.62%,0.00%,$71.85,$0.00,2,0
B07YQBVBTD,B07D5G3R42,SNL Da Bears Chicago Adult Vest Sweater Navy,snlbearsVESTsweater-M,9,0,0.00%,0.00%,11,0,0.00%,0.00%,87.50%,0.00%,2,0,22.22%,0.00%,$119.98,$0.00,2,0
B07YQBVBTD,B07D5H3F2D,SNL Da Bears Chicago Adult Vest Sweater Navy,snlbearsVESTsweater-L,36,0,0.01%,0.00%,50,0,0.01%,0.00%,97.96%,0.00%,3,0,8.33%,0.00%,$179.97,$0.00,2,0
B07DTKXPQ3,B07DTKXPQ3,Superhero Black Eye Mask Costume Accessory,blackeyemask001,24,0,0.01%,0.00%,31,0,0.01%,0.00%,90.32%,0.00%,2,0,8.33%,0.00%,$11.90,$0.00,2,0
B07FDFQY9X,B07FDFQY9X,Colonial Boy Costume Accessory White Deluxe Wig,BoysColonialWig-1192,40,0,0.01%,0.00%,53,0,0.01%,0.00%,100.00%,0.00%,2,0,5.00%,0.00%,$25.90,$0.00,2,0
B07FDJPWNK,B07FDJPWNK,Asylum Costume Accessory Green Deluxe Wig,AsylumWig-1202,15,1,0.00%,0.03%,17,1,0.00%,0.02%,100.00%,100.00%,2,0,13.33%,0.00%,$29.90,$0.00,2,0
B07FDJPYN3,B07FDJPYN3,Rasta Dreadlocks Jamaican Deluxe Costume Accessory Black Wig and Hat,RastaWig-1207,89,4,0.03%,0.12%,106,5,0.03%,0.12%,97.17%,40.00%,2,0,2.25%,0.00%,$29.90,$0.00,2,0
B07FVP4MNQ,B07FTZWR43,"Costume Agent Yellow and White Jessie Halloween Cowgirl Costume for Women’s - Long Sleeve Shirt with Top Down Buttons | Perfect for Halloween, Themed Parties, Cosplays Events & Movie Fans",CowgirlShirt-204051-XXL,21,0,0.01%,0.00%,23,0,0.01%,0.00%,90.91%,0.00%,2,0,9.52%,0.00%,$77.90,$0.00,2,0
B07TCNNZSK,B07FXWHFQQ,Toy Story Buzz Lightyear Costume Juniors T-Shirt (Small) White,DSTS26LGS-BuzzLightyearJuniotsTshirt-S,60,1,0.02%,0.03%,89,1,0.02%,0.02%,15.29%,0.00%,2,0,3.33%,0.00%,$47.06,$0.00,2,0
B07G3HJ82W,B07G3HJ82W,Heavy Metal 80's HESHER GLAM Motley Crue Poison Black Spiky Costume WIG,DarkMullet-1228,12,0,0.00%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,$29.90,$0.00,2,0
B07G8HQC2B,B07G8JBJ71,Brown Jedi Pirate Gotham Engineer Costume Boots (Adult Large Size 12-13),JediBoots-100582-L,87,1,0.03%,0.03%,100,1,0.03%,0.02%,98.98%,100.00%,2,0,2.30%,0.00%,$85.90,$0.00,2,0
B07G8HQC2B,B07G8K3PJL,Halloween Costume Accessory Brown Jedi Boots (Adult Small Size 8-9),JediBoots-100582-S,20,0,0.01%,0.00%,20,0,0.01%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,$85.90,$0.00,2,0
B07GFSB6RT,B07GFLCBBG,Costume Agent Adult Filthy Animal Ugly Christmas Red and Green Socks,ChristmasSocks-FilthyAnimal-100751,23,0,0.01%,0.00%,30,0,0.01%,0.00%,96.43%,0.00%,3,0,13.04%,0.00%,$29.85,$0.00,2,0
B08JZGFKGH,B07GK76WB9,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Michelangelo,Small)",tmnt016-Mike-Mens-S,"1,135",13,0.38%,0.40%,"1,462",16,0.38%,0.37%,0.67%,0.00%,2,0,0.18%,0.00%,$39.90,$0.00,2,0
B07GSGSKPJ,B07GSGCBDB,Adult Halloween Christmas Santa Claus Costume Black Boots,SantaBoots-100580-L,61,7,0.02%,0.21%,81,9,0.02%,0.21%,92.42%,100.00%,2,0,3.28%,0.00%,$99.90,$0.00,2,0
B07GVNHQ3P,B07GVNL5PG,Mad Engine Ghostbusters Adult Costume Zip up Jumpsuit with 4 Interchangeable Patches (3X),Ghostbusters-GBXX1A-FBA-3XL,18,0,0.01%,0.00%,21,0,0.01%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,$115.90,$0.00,2,0
B07GVNHQ3P,B07GVP16H5,Ghostbusters Adult Costume Zip up Jumpsuit with 4 Interchangeable Patches (Medium),Ghostbusters-GBXX1A-FBA-M,16,0,0.01%,0.00%,19,0,0.00%,0.00%,100.00%,0.00%,2,0,12.50%,0.00%,$115.90,$0.00,2,0
B07GVNHQ3P,B07GVPQF5H,Mad Engine Ghostbusters Adult Costume Zip up Jumpsuit with 4 Interchangeable Patches (XXL),Ghostbusters-GBXX1A-FBA-2XL,21,0,0.01%,0.00%,29,0,0.01%,0.00%,95.65%,0.00%,2,0,9.52%,0.00%,$115.90,$0.00,2,0
B07GXDKCMK,B07GX2Y44K,Ghostbusters Womens Romper Costume with 4 Interchangeable Name Patches (Adult Medium) Beige,GhostbustersDress-25KHA-M,46,0,0.02%,0.00%,60,0,0.02%,0.00%,93.33%,0.00%,2,0,4.35%,0.00%,$119.98,$0.00,2,0
B07GXDKCMK,B07GX51T8X,Mad Engine Ghostbusters Womens Romper Costume with 4 Interchangeable Name Patches (Adult Small) Beige,GhostbustersDress-25KHA-S,19,0,0.01%,0.00%,25,0,0.01%,0.00%,100.00%,0.00%,2,0,10.53%,0.00%,$119.98,$0.00,2,0
B07GX5GV3B,B07GX5B868,Star Wars Replica Han Solo Brown Jacket (Adult XXX-Large),HanSoloJacket-4045-XXXL,8,0,0.00%,0.00%,8,0,0.00%,0.00%,62.50%,0.00%,2,0,25.00%,0.00%,$99.98,$0.00,2,0
B07GX5GV3B,B07GX6L35R,Star Wars Replica Han Solo Brown Jacket (Adult X-Large),HanSoloJacket-4045-XL,29,0,0.01%,0.00%,32,0,0.01%,0.00%,100.00%,0.00%,2,0,6.90%,0.00%,$99.98,$0.00,2,0
B07GXDKCMK,B07GX6P92S,Mad Engine Ghostbusters Womens Romper Costume with 4 Interchangeable Name Patches (Adult Large) Beige,GhostbustersDress-25KHA-L,11,0,0.00%,0.00%,14,0,0.00%,0.00%,78.57%,0.00%,2,0,18.18%,0.00%,$119.98,$0.00,2,0
B07HKH66TH,B07HKPFVLD,National Lampoon's Griswold Family Christmas Vacation Fair isle Lounge Pants (Adult X-Large),CVGriswoldLoungePants-WR0319-52-XL,42,0,0.01%,0.00%,52,0,0.01%,0.00%,90.00%,0.00%,3,0,7.14%,0.00%,$77.85,$0.00,2,0
B07HQXH59Q,B07HQX57TN,Costume Agent Dodgeball Purple Cobras Halloween Costume For Men & Women - Jersey Top and Pants | Halloween Costume Set for Adults | Embrace the Spirit of the Dodgeball Movie,DodgeballCobrasCostumeSet-M,31,0,0.01%,0.00%,37,0,0.01%,0.00%,78.57%,0.00%,2,0,6.45%,0.00%,$111.90,$0.00,2,0
B07HQXH59Q,B07HQXM2ZV,Costume Agent Dodgeball Purple Cobras Halloween Costume For Men & Women - Jersey Top and Pants | Halloween Costume Set for Adults | Embrace the Spirit of the Dodgeball Movie,DodgeballCobrasCostumeSet-XXL,10,0,0.00%,0.00%,13,0,0.00%,0.00%,90.91%,0.00%,2,0,20.00%,0.00%,$111.90,$0.00,2,0
B07HRYDRFB,B07HRYZWTF,Coca Cola Coke Red Women's Leggings (Juniors Large),CocaColaLeggings-CCXX1-L,20,1,0.01%,0.03%,25,2,0.01%,0.05%,69.57%,0.00%,2,1,10.00%,100.00%,$49.73,$24.74,2,1
B07C5CW9MR,B07HXJKYWX,Revenge of the Nerds Tri Lambda Black with White Mens Costume Cardigan Sweater (3X-Large),revengenerds005-3XL,20,0,0.01%,0.00%,22,0,0.01%,0.00%,85.71%,0.00%,2,0,10.00%,0.00%,$109.90,$0.00,2,0
B07HZX15QK,B07HZWZ6PR,Ground Up International NASA Astronaut Halloween Costume Accessory Boots White,NasaBoots-PLZZ7270TV-8-9,13,0,0.00%,0.00%,16,0,0.00%,0.00%,100.00%,0.00%,2,0,15.38%,0.00%,$89.98,$0.00,2,0
B07HGJ2XCP,B07JDJV7R7,Underboss Harry Potter Halloween Costume Black Long Robe with Hood,SlytherinRobe-HP0284-2X/3X,30,0,0.01%,0.00%,32,0,0.01%,0.00%,100.00%,0.00%,2,0,6.67%,0.00%,$89.90,$0.00,2,0
B07JFXYNCV,B07JG92XS1,Adult Halloween Costume Accessory Joke Socks (Size 7/9),jokersocks-7-9,15,0,0.00%,0.00%,18,0,0.00%,0.00%,83.33%,0.00%,2,0,13.33%,0.00%,$23.90,$0.00,2,0
B07K6RGV85,B07K6RGV85,Costume Agent Festivus for The Rest of US 8 feet Lawn Inflatable Decoration,JH18-8FTFESTI,47,0,0.02%,0.00%,58,0,0.01%,0.00%,91.38%,0.00%,2,0,4.26%,0.00%,$99.98,$0.00,2,0
B07L3W5QCB,B07L44G442,3D T-Rex Red and Green Adult Ugly Christmas Sweater (X-Large),3DTRexUCS-XL,"1,051",12,0.35%,0.37%,"1,245",14,0.32%,0.32%,99.27%,100.00%,2,0,0.19%,0.00%,$149.90,$0.00,2,0
B092161G5G,B07RCZ4XDG,Silent But Deadly Ninja Funny Adult T-Shirt Tee White,AMZ-silentdeadly1b-3001-Tee-White-2XL,5,0,0.00%,0.00%,9,0,0.00%,0.00%,66.67%,0.00%,2,0,40.00%,0.00%,$11.90,$0.00,2,0
B07SNFJ9S2,B07SPDVGGM,Unisex Astronaut Spaceman Inflatable Chub-Suit Costume Jumpsuit (Teen) White,220066-SpacemenChubSuit-Teen,13,0,0.00%,0.00%,14,0,0.00%,0.00%,81.82%,0.00%,2,0,15.38%,0.00%,$99.98,$0.00,2,0
B07TWHXL43,B07V2JWD6W,Adult Halloween Costume Lumbergh Mmmk Office Boss Shirt Combo Set Blue,204072-OfficeBossComboSet-L,15,0,0.00%,0.00%,17,0,0.00%,0.00%,92.31%,0.00%,2,0,13.33%,0.00%,$71.90,$0.00,2,0
B07TXLBL2M,B07V2JX2MF,"COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Blue Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Green Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party",204070-DetectiveGREENShirt-M,66,0,0.02%,0.00%,82,0,0.02%,0.00%,90.41%,0.00%,2,0,3.03%,0.00%,$73.90,$0.00,2,0
B07TWJ6LMY,B07V5RKBMW,Custom Fireman Fire Fighter Child Costume Jacket and Pants Set,220710-FiremanChildCostume-8/9,6,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,$59.90,$0.00,2,0
B08JZGFKGH,B07V5WWHK6,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Michelangelo,X-Small)",tmnt016-Mike-Mens-XS,80,2,0.03%,0.06%,94,3,0.02%,0.07%,100.00%,0.00%,2,0,2.50%,0.00%,$39.90,$0.00,2,0
B07VN9XV6V,B07VN93MCR,Scarface Tony Montana Hawaiian Adult Costume Button Up Shirt Red,204075-TonyBadGuyShirt-XXL,68,1,0.02%,0.03%,82,1,0.02%,0.02%,98.72%,100.00%,2,0,2.94%,0.00%,$79.98,$0.00,2,0
B07VN9XV6V,B07VQWD4H3,Scarface Tony Montana Hawaiian Adult Costume Button Up Shirt S/M Red,204075-TonyBadGuyShirt-S/M,114,1,0.04%,0.03%,144,1,0.04%,0.02%,95.71%,100.00%,2,0,1.75%,0.00%,$79.98,$0.00,2,0
B07TWJ6LMY,B07VX9TDCH,Fireman Fire Fighter Child Costume Jacket and Pants Set (Personalized 10/12),Custom-220710-FiremanChildCostume-10-12,19,1,0.01%,0.03%,34,1,0.01%,0.02%,75.86%,0.00%,2,0,10.53%,0.00%,$79.90,$0.00,2,0
B07TWJ6LMY,B07VXC1MC6,Custom Fireman Fire Fighter Child Costume Jacket and Pants Set,Custom-220710-FiremanChildCostume-4-5,14,0,0.00%,0.00%,15,0,0.00%,0.00%,100.00%,0.00%,2,0,14.29%,0.00%,$79.90,$0.00,2,0
B07W9576ZF,B07W6XL5W6,Chotchkies Women's Halloween Cosplay Costume Set (Large),204087-ChotchkiesCostumeSet-L,13,0,0.00%,0.00%,16,0,0.00%,0.00%,100.00%,0.00%,2,0,15.38%,0.00%,$79.90,$0.00,2,0
B07WC5BVM5,B07W81VW6D,Penguin Chub Suit Inflatable Costume (Teen Size) Black,220074-PenguinChubSuit-Teen,74,1,0.02%,0.03%,93,1,0.02%,0.02%,95.51%,100.00%,2,0,2.70%,0.00%,$85.90,$0.00,2,0
B07W9576ZF,B07WC46PC7,Chotchkies Women's Halloween Cosplay Costume Set (Small),204087-ChotchkiesCostumeSet-S,12,0,0.00%,0.00%,14,0,0.00%,0.00%,76.92%,0.00%,2,0,16.67%,0.00%,$79.90,$0.00,2,0
B07WW6QCG6,B07WC4T7GY,"Shark Chub Suit Inflatable Adult Halloween Costume (Adult, Blue)",220079-SharkChubSuitBlue-Adult,115,0,0.04%,0.00%,141,0,0.04%,0.00%,89.57%,0.00%,2,0,1.74%,0.00%,$107.98,$0.00,2,0
