(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07BTQMG6B,B000WNNC3W,Office Space Initech Software Company Logo T-Shirt Gray. XX-Large,Offspace001-XXL,15,0,0.01%,0.00%,19,0,0.01%,0.00%,94.12%,0.00%,4,0,26.67%,0.00%,$75.80,$0.00,4,0
B0011457CA,B0011457CA,Interchangeable Placard The Office TV Show Dundie Award Gag Gift Accessory,officedundie,412,7,0.18%,0.28%,493,8,0.17%,0.24%,85.40%,100.00%,4,0,0.97%,0.00%,$91.80,$0.00,4,0
B07BKZ6RS2,B001GAMK7E,Saturday Night Live SNL More Cowbell Costume Shirt with BellSNL More Cowbell Costume Shirt with Bell (Adult Large) Brown,cowbellshirt-L,27,0,0.01%,0.00%,41,0,0.01%,0.00%,97.37%,0.00%,4,0,14.81%,0.00%,$159.80,$0.00,4,0
B07CCB15N8,B001KW4NDM, ,Juno001-L,63,1,0.03%,0.04%,85,2,0.03%,0.06%,98.81%,100.00%,4,0,6.35%,0.00%,$79.80,$0.00,4,0
B002E0107G,B002DZT7FY,Revenge of the Nerds High On Stress White T-Shirt Tee,revengenerds002-XL,18,2,0.01%,0.08%,31,3,0.01%,0.09%,96.67%,66.67%,4,0,22.22%,0.00%,$79.96,$0.00,4,0
B072SCMW48,B002SBCHXC,"Rowdy Roddy Piper Hot Rod Wrestling White Adult T-shirt Tee, Medium",roddypiper001-M,64,1,0.03%,0.04%,76,1,0.03%,0.03%,95.83%,100.00%,4,1,6.25%,100.00%,$87.58,$21.73,4,1
B072SCMW48,B002SBGIR8,"Rowdy Roddy Piper Hot Rod Wrestling White Adult T-shirt Tee, 2XL",roddypiper001-XXL,54,0,0.02%,0.00%,62,0,0.02%,0.00%,96.61%,0.00%,4,0,7.41%,0.00%,$87.80,$0.00,4,0
B003I86K9Q,B0037B7LZ6,"Ripple Junction Men's The Hangover Baby Carrier T-Shirt,Light Blue,X-Large",hangover001-XL,124,2,0.05%,0.08%,144,4,0.05%,0.12%,95.00%,100.00%,4,0,3.23%,0.00%,$87.80,$0.00,4,0
B003I86K9Q,B0037B7LZG,"Ripple Junction Men's The Hangover Baby Carrier T-Shirt,Light Blue,XX-Large",hangover001-XXL,85,0,0.04%,0.00%,95,0,0.03%,0.00%,90.11%,0.00%,4,0,4.71%,0.00%,$87.80,$0.00,4,0
B07BSTHY1T,B003JUTVZ8,"American Classics MASH 4077th MASH Vintage Green T-shirt Tee X-Large, Military Green",mash003-XL,50,0,0.02%,0.00%,54,0,0.02%,0.00%,98.00%,0.00%,4,0,8.00%,0.00%,$87.80,$0.00,4,0
B07BZV7RXG,B003QAM1MQ,True Blood Merlottes Bar and Grill Juniors White T-shirt Tee (Medium),trueblood009j-M,52,0,0.02%,0.00%,64,0,0.02%,0.00%,96.83%,0.00%,4,0,7.69%,0.00%,$87.80,$0.00,4,0
B07CP4MWG5,B003TX3I68,Legends of the Hidden Temple Blue Barracudas Adult Costume T-Shirt Tee,legendstempleblue-M,39,1,0.02%,0.04%,45,1,0.02%,0.03%,97.50%,100.00%,4,0,10.26%,0.00%,$67.80,$0.00,4,0
B07CP4MWG5,B003TX3ICC,Legends of the Hidden Temple Green Monkeys Adult Costume T-Shirt Tee,legendstemplegreen-XXL,24,0,0.01%,0.00%,30,0,0.01%,0.00%,92.86%,0.00%,4,0,16.67%,0.00%,$67.80,$0.00,4,0
B07CP4MWG5,B003TX5E7E,Legends of the Hidden Temple Green Monkeys Adult Costume T-Shirt Tee,legendstemplegreen-S,119,0,0.05%,0.00%,138,0,0.05%,0.00%,100.00%,0.00%,4,0,3.36%,0.00%,$67.80,$0.00,4,0
B07CP4MWG5,B003TX79JU,Legends of the Hidden Temple Red Jaguars Adult Costume T-Shirt Tee,legendstemplered-L,42,0,0.02%,0.00%,59,0,0.02%,0.00%,90.74%,0.00%,5,0,11.90%,0.00%,$84.75,$0.00,4,0
B07CP4MWG5,B003TX79ZE,Legends of the Hidden Temple Silver Snakes Adult Costume T-Shirt Tee,legendstemplesilv-L,41,0,0.02%,0.00%,47,0,0.02%,0.00%,100.00%,0.00%,7,0,17.07%,0.00%,$118.65,$0.00,4,0
B07CP4MWG5,B003TXD9YE,Legends of the Hidden Temple Green Monkeys Adult Costume T-Shirt Tee,legendstemplegreen-M,32,0,0.01%,0.00%,40,0,0.01%,0.00%,97.22%,0.00%,4,0,12.50%,0.00%,$67.80,$0.00,4,0
B07CP4MWG5,B003TXDA16,Legends of the Hidden Temple Orange Iguanas Adult Costume T-Shirt Tee,legendstempleorg-M,31,0,0.01%,0.00%,41,0,0.01%,0.00%,100.00%,0.00%,4,0,12.90%,0.00%,$67.80,$0.00,4,0
B07C62L4JJ,B003WRG8T0,Step Brothers Shoe Sneakers Hanging Black Adult T-Shirt Tee (Large),stepbros001-L,55,0,0.02%,0.00%,73,0,0.02%,0.00%,98.63%,0.00%,4,0,7.27%,0.00%,$75.80,$0.00,4,0
B07BR4GFYJ,B0040TAU9I,The Heavyweights Tony Perkis Power Camp Hope Black Adult T-Shirt Tee,heavyweights001-XXL,81,0,0.04%,0.00%,104,0,0.04%,0.00%,98.06%,0.00%,4,0,4.94%,0.00%,$75.80,$0.00,4,0
B07BKP75CK,B0042FY43S,Top Gun Logo and Goose Name Adult Heather Navy T-Shirt (Adult Medium),topgun014-M,18,0,0.01%,0.00%,26,0,0.01%,0.00%,100.00%,0.00%,4,0,22.22%,0.00%,$87.80,$0.00,4,0
B07BV5755Y,B0045VJ94I,Hoosiers Hickory High School 15 Basketball Costume Burgundy Jersey Tank Top (X-Large),hoosiers003-XL,44,0,0.02%,0.00%,53,0,0.02%,0.00%,90.20%,0.00%,5,0,11.36%,0.00%,$99.75,$0.00,4,0
B07C2WN85S,B004BAXWO6,Eastbound and Down Charros Kenny Powers 55 Jersey Green Adult T-shirt Tee L,eastbound014-L,26,0,0.01%,0.00%,32,0,0.01%,0.00%,90.00%,0.00%,4,0,15.38%,0.00%,$39.80,$0.00,4,0
B0921WG9XB,B004FJXQOO,Mash Vintage Adult T-Shirt Military Green,mash031-L,7,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,5,0,71.43%,0.00%,$109.75,$0.00,4,0
B08HKD31CC,B004XDMMHO,STAR WARS Return of The Jedi Last Battle Yoda Black Adult T-Shirt Tee (X-Large),starwars017-XL,146,1,0.06%,0.04%,182,1,0.06%,0.03%,97.77%,100.00%,4,0,2.74%,0.00%,$91.80,$0.00,4,0
B08HKD31CC,B004XDMMJC,STAR WARS Return of The Jedi Last Battle Yoda Black Adult T-Shirt Tee (XX-Large),starwars017-XXL,17,1,0.01%,0.04%,24,2,0.01%,0.06%,95.45%,100.00%,4,0,23.53%,0.00%,$91.80,$0.00,4,0
B07CP1YDKV,B0050DD5OK,Watchmen Bloody Smiley Face Black Adult T-shirt Tee (X-Large),watchmen006-XL,19,0,0.01%,0.00%,32,0,0.01%,0.00%,90.00%,0.00%,4,0,21.05%,0.00%,$79.80,$0.00,4,0
B07C5J9R6F,B0054RW296,Scott Pilgrim vs. The World Movie Wristband (Black & White),scottpilgrimwristband-BlackandWhite,74,0,0.03%,0.00%,104,0,0.04%,0.00%,69.61%,0.00%,7,0,9.46%,0.00%,$27.65,$0.00,4,0
B005QR8VIA,B005QR8VRQ,Simpsons Duff Beer Light Blue Sleeveless Adult T-Shirt Tee (Adult Medium),simp023-M,48,0,0.02%,0.00%,62,0,0.02%,0.00%,93.44%,0.00%,4,0,8.33%,0.00%,$91.80,$0.00,4,0
B005QR8VIA,B005QR8WQQ,Simpsons Duff Beer Light Blue Sleeveless Adult T-Shirt Tee (Adult XX-Large),simp023-XXL,25,0,0.01%,0.00%,29,0,0.01%,0.00%,100.00%,0.00%,4,0,16.00%,0.00%,$91.80,$0.00,4,0
B07CM11HRV,B007A2IUC6,Melting Sheldon Cooper The Big Bang Theory Black T-Shirt (Adult Medium),rubiks002-M,70,1,0.03%,0.04%,83,1,0.03%,0.03%,93.67%,100.00%,4,0,5.71%,0.00%,$67.80,$0.00,4,0
B07CM11HRV,B007A2IVS4,Melting Sheldon Cooper the Big Bang Theory Black T-Shirt XXX-Large,rubiks002-XXXL,24,0,0.01%,0.00%,29,0,0.01%,0.00%,88.46%,0.00%,5,0,20.83%,0.00%,$84.75,$0.00,4,0
B07BTWHSXB,B007HB6HZ2,Eastbound & Down Myrtle Beach Mermen Logo 55 Carolina Blue Adult T-Shirt (Adult XX-Large),eastbound018-XXL,48,0,0.02%,0.00%,61,0,0.02%,0.00%,98.25%,0.00%,4,0,8.33%,0.00%,$87.80,$0.00,4,0
B007JR1TUW,B007JR1TUW,Sons of Anarchy Samcro Embossed Metal Belt Buckle,sonofanarchybuckle002,70,0,0.03%,0.00%,91,0,0.03%,0.00%,93.41%,0.00%,4,0,5.71%,0.00%,$79.80,$0.00,4,0
B07BS3YC9C,B007W58NRS,Arrested Development Distressed Bluth's Original Frozen Banana Royal Blue Heather Mens T-shirt (Adult XX-Large),arrested011-XXL,29,1,0.01%,0.04%,39,1,0.01%,0.03%,100.00%,0.00%,4,0,13.79%,0.00%,$87.80,$0.00,4,0
B07C5CW9MR,B007XHTQ0I,Revenge of the Nerds Tri Lambda Black with White Mens Cardigan Sweater (Adult XX-Large),revengenerds005-XXL,48,0,0.02%,0.00%,68,0,0.02%,0.00%,81.82%,0.00%,9,0,18.75%,0.00%,$494.55,$0.00,4,0
B07CCKRN8V,B008XJ88FE,Karate Kid The DELUXE Daniel Mens Replica Gi Costume (X-Large),karatekiddanielcostumetdlxXL-Deluxe-XL,213,2,0.09%,0.08%,299,3,0.10%,0.09%,98.33%,100.00%,4,0,1.88%,0.00%,$191.80,$0.00,4,0
B01NH0FP93,B00939OHRG,TV Store Inflatable Adult Chub Suit ® Costume (Orange),chubsuitcostume001-Orange,107,2,0.05%,0.08%,133,2,0.05%,0.06%,96.67%,50.00%,4,0,3.74%,0.00%,$119.80,$0.00,4,0
B01MT2RTS0,B009B14SA2,"Progressive Collection Flo Insurance Girl Costume, One_Size",ProgressiveFLO002,472,5,0.21%,0.20%,603,5,0.21%,0.15%,97.84%,80.00%,4,0,0.85%,0.00%,$179.80,$0.00,4,0
B009D3IAFW,B009D3IAFW,TV Store The Hangover Alan Costume Accessories Set (Baby Carrier 2 Sunglasses Beard),alanbabycarriercostume,411,5,0.18%,0.20%,507,5,0.17%,0.15%,97.24%,100.00%,4,0,0.97%,0.00%,$199.80,$0.00,4,0
B07BLJD6FC,B009G6EGQS,Hulkamania World Champ Yellow Snapsuit Infant Onesie Baby Romper (12 Months),hulk006-12M,27,0,0.01%,0.00%,31,0,0.01%,0.00%,100.00%,0.00%,4,0,14.81%,0.00%,$79.80,$0.00,4,0
B00BJQO8CU,B00BJQO8CU,Supernatural Dean Winchester Mask Amulet Pendant Necklace,supernaturalpendant2,148,0,0.07%,0.00%,187,0,0.06%,0.00%,82.35%,0.00%,4,0,2.70%,0.00%,$43.80,$0.00,4,0
B07BHZCF1V,B00BMVIQA2,Hulkamania Red and Yellow Tie-Dye Wrestling Legging Tights Pants (Adult Small),hulkpants001-S,75,2,0.03%,0.08%,106,2,0.04%,0.06%,98.11%,100.00%,4,0,5.33%,0.00%,$107.80,$0.00,4,0
B0CC3M934X,B00CF7KTIE,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,sbb015-S,54,1,0.02%,0.04%,71,1,0.02%,0.03%,88.57%,0.00%,4,0,7.41%,0.00%,$127.80,$0.00,4,0
B0CC3M934X,B00CF8PFRI,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,sbb015-L,84,0,0.04%,0.00%,118,0,0.04%,0.00%,100.00%,0.00%,4,0,4.76%,0.00%,$127.80,$0.00,4,0
B07CMHJ9J7,B00CMQWPS0,Los Pollos Hermanos Logo T-Shirt Tee,breakingbad004navy-M,74,1,0.03%,0.04%,98,1,0.03%,0.03%,98.91%,100.00%,4,0,5.41%,0.00%,$79.80,$0.00,4,0
B07CMHJ9J7,B00CMQXI6I,Los Pollos Hermanos Logo T-Shirt Tee,breakingbad004black-XXL,34,1,0.01%,0.04%,42,1,0.01%,0.03%,97.22%,100.00%,4,0,11.76%,0.00%,$79.80,$0.00,4,0
B07BZDXRQC,B00CP8M07G,M&M M&M's Candy Red Silly Character Face Adult T-Shirt (Adult Small),mm001Nred-S,239,3,0.11%,0.12%,313,3,0.11%,0.09%,97.91%,100.00%,6,2,2.51%,66.67%,$137.24,$45.44,4,1
B07BZHJN8L,B00CP8M7WO,Adult M&M’S Character Big Face T-Shirt,mm001Norg-L,31,0,0.01%,0.00%,42,0,0.01%,0.00%,100.00%,0.00%,4,0,12.90%,0.00%,$91.80,$0.00,4,0
B07BZHJN8L,B00CP8M864,M&M M&M's Candy Orange Silly Character Face Adult T-Shirt (Adult X-Large),mm001Norg-XL,55,0,0.02%,0.00%,59,0,0.02%,0.00%,98.18%,0.00%,4,0,7.27%,0.00%,$91.80,$0.00,4,0
B07BZDXRQC,B00CP8M8HI,M&M M&M's Candy Orange Silly Character Face Adult T-Shirt (Adult XX-Large),mm001Norg-XXL,149,0,0.07%,0.00%,175,0,0.06%,0.00%,93.94%,0.00%,4,0,2.68%,0.00%,$91.80,$0.00,4,0
B00DNGZ96S,B00DNGZ20Q,Teenage Mutant Ninja Turtles TMNT Michelangelo Costume Green T-shirt with Orange Eye Mask (Adult Medium),tmnt045Mike-M,58,1,0.03%,0.04%,73,1,0.02%,0.03%,92.65%,100.00%,4,0,6.90%,0.00%,$87.80,$0.00,4,0
B00DNIC4QO,B00DNICKR2,Teenage Mutant Ninja Turtles TMNT Michelangelo Costume Juniors Green Tank Dress with Orange Eye Mask (Juniors Large),tmnt047tankdressMike-L,142,2,0.06%,0.08%,184,2,0.06%,0.06%,100.00%,0.00%,4,0,2.82%,0.00%,$91.80,$0.00,4,0
B07CGRM51M,B00EVYMLRQ,Disney Monsters University OK Oozma Kappa Member Adult Green T-Shirt (Adult Large),monstersinc003-L,62,0,0.03%,0.00%,71,0,0.02%,0.00%,91.18%,0.00%,4,0,6.45%,0.00%,$79.80,$0.00,4,0
B07BV15X7N,B00GABP1SO,"Power Rangers Baby Ranger Costume Romper Onesie (0-6 Months, Yellow)",powerrangers018yellow-0/6,148,0,0.07%,0.00%,177,0,0.06%,0.00%,97.09%,0.00%,4,0,2.70%,0.00%,$79.80,$0.00,4,0
B07BSTHY1T,B00J4WIZ8E,MASH Vintage Adult T-Shirt Military Green,mash003-XXL,28,1,0.01%,0.04%,31,1,0.01%,0.03%,96.55%,100.00%,4,0,14.29%,0.00%,$87.80,$0.00,4,0
B07CRCX3L4,B00JZZO0JS,The Big Bang Theory Sheldon Bats Adult Green T-Shirt (Adult Large),bigbang072-L,44,0,0.02%,0.00%,54,0,0.02%,0.00%,96.08%,0.00%,4,0,9.09%,0.00%,$79.80,$0.00,4,0
B07C87QPG7,B00NMSZ2P0,Mermaid Tail Black Fin Costume (S/M),mermaidfin001BLACK-S/M,385,7,0.17%,0.28%,457,8,0.16%,0.24%,98.11%,100.00%,4,0,1.04%,0.00%,$79.80,$0.00,4,0
B07C8BRCYY,B00NO5ESMY,Captain America Shield Adult Navy Performance T-Shirt (Adult X-Large),captamerica031-XL,63,0,0.03%,0.00%,83,0,0.03%,0.00%,97.53%,0.00%,4,0,6.35%,0.00%,$79.80,$0.00,4,0
B00O4R33J0,B00O18C1DQ,Reversible Child Red and Red Superhero Costume Cape (Child),superherocape002CHILDred-red,50,2,0.02%,0.08%,57,3,0.02%,0.09%,96.49%,100.00%,5,0,10.00%,0.00%,$39.75,$0.00,4,0
B07C87QPG7,B00O940PSK,Mermaid Tail Blue Fin Costume (L/XL),mermaidfin001BLUE-L/XL,76,2,0.03%,0.08%,86,2,0.03%,0.06%,100.00%,100.00%,4,0,5.26%,0.00%,$79.80,$0.00,4,0
B06ZY1Z4SF,B00U0HJN10,Ripple Junction Caddyshack Bushwood Country Club Heather Red T-Shirt (Adult Medium),caddy010-M,20,0,0.01%,0.00%,24,0,0.01%,0.00%,90.91%,0.00%,4,0,20.00%,0.00%,$79.80,$0.00,4,0
B06ZY1Z4SF,B00U0HJP8Q,Ripple Junction Caddyshack Bushwood Country Club Heather Red T-Shirt (Adult Large),caddy010-L,23,0,0.01%,0.00%,30,0,0.01%,0.00%,100.00%,0.00%,4,0,17.39%,0.00%,$79.80,$0.00,4,0
B07YZTT6F3,B00U0IHIG6,Ripple Junction The Big Lebowski Team Dude Bowling Gold Button-Down Shirt Costume (Adult Medium),bigldudecostume001-M,123,2,0.05%,0.08%,161,3,0.06%,0.09%,85.95%,33.33%,4,0,3.25%,0.00%,$159.80,$0.00,4,0
B0089Z0MP6,B00XIFZHGQ,Teenage Mutant Ninja Turtles Green Raphael Costume Infant Baby Onesie Romper (Red Belt) (24 Months),tmntonesieRED-24M,195,2,0.09%,0.08%,225,2,0.08%,0.06%,96.77%,100.00%,4,0,2.05%,0.00%,$79.80,$0.00,4,0
B00YQ4DRBU,B00YQ4DTEU,Silicon Valley I Know HTML How to Meet Ladies Forest Green T-Shirt (Adult Medium),siliconvalley003-M,26,0,0.01%,0.00%,35,0,0.01%,0.00%,100.00%,0.00%,4,0,15.38%,0.00%,$79.80,$0.00,4,0
B07GC722RG,B010MR9LJG,Dodgeball Average Joe's Adult Yellow Jersey Costume Set (XXX-Large),dodgeball003-XXXL,20,0,0.01%,0.00%,29,0,0.01%,0.00%,88.00%,0.00%,4,0,20.00%,0.00%,$194.96,$0.00,4,0
B07BSRMTMV,B012EEA9AK,Napoleon Dynamite Rex Kwon Do Black Polo T-Shirt (Adult X-Large),nap027-XL,55,4,0.02%,0.16%,65,4,0.02%,0.12%,93.55%,75.00%,4,0,7.27%,0.00%,$111.80,$0.00,4,0
B07C5D48QB,B015L2QQ2M,Macho Man Star Printed Costume Bandana (Orange),machomanbandana-Orange,104,1,0.05%,0.04%,129,1,0.04%,0.03%,93.50%,100.00%,4,0,3.85%,0.00%,$39.80,$0.00,4,0
B0164H11CS,B0164H16L4,Friday After Next Top Flight Security Shirt and Whistle Costume Set (XXL/XXXL),fridaysecurityset-XXL-XXXL,22,0,0.01%,0.00%,36,0,0.01%,0.00%,97.06%,0.00%,5,0,22.73%,0.00%,$109.75,$0.00,4,0
B0164H11CS,B0164H175E,Friday After Next Top Flight Security Shirt and Whistle Costume Set (L/XL),fridaysecurityset-L-XL,118,2,0.05%,0.08%,165,3,0.06%,0.09%,98.16%,100.00%,4,0,3.39%,0.00%,$87.80,$0.00,4,0
B07C9RLCDL,B018F4LS8K,DC Comics The Flash Hooded One Piece Pajama (Adult Medium),flashpajama001-M,76,0,0.03%,0.00%,89,0,0.03%,0.00%,92.94%,0.00%,4,0,5.26%,0.00%,$239.96,$0.00,4,0
B01G5ZLE1M,B01G5ZLE1M,Costume Agent Tribal Face Temporary Tattoo,tysontattoo,51,0,0.02%,0.00%,62,0,0.02%,0.00%,87.10%,0.00%,4,0,7.84%,0.00%,$43.80,$0.00,4,0
B01IC2QU10,B01IC2QU10,Bioworld Suicide Squad Harley Quinn Women's Costume Bomber Jacket (Large),suicidesquad010-L,521,6,0.23%,0.24%,692,13,0.24%,0.38%,98.99%,100.00%,4,0,0.77%,0.00%,$239.96,$0.00,4,0
B01J6J58SO,B01J6J5AH8,M&M's Chocolate Candy Character Face Green T-Shirt (Juniors Medium),mm003JRSgreen-M,106,1,0.05%,0.04%,159,1,0.05%,0.03%,95.42%,100.00%,4,0,3.77%,0.00%,$95.80,$0.00,4,0
B01J6J58SO,B01J6J5HYY,M&M's Chocolate Candy Character Face Green T-Shirt (Juniors XX-Large),mm003JRSgreen-XXL,82,2,0.04%,0.08%,101,4,0.03%,0.12%,98.95%,100.00%,4,0,4.88%,0.00%,$95.80,$0.00,4,0
B01J6J58SO,B01J6J5PV4,M&M's Chocolate Candy Character Face Blue T-Shirt,mm003JRSblue-M,48,1,0.02%,0.04%,52,2,0.02%,0.06%,93.62%,100.00%,4,1,8.33%,100.00%,$95.56,$23.71,4,1
B07C2P6CHX,B01JGPD4G6,Metallica Logo Blue T-Shirt (Adult Large),metallica003-L,149,0,0.07%,0.00%,186,0,0.06%,0.00%,97.30%,0.00%,4,0,2.68%,0.00%,$95.80,$0.00,4,0
B07CKXLQW7,B01JGYNF7K,"Costume Agent Big Lebowski Costume Pajama - Sweater Pajama Pants from The Dude Costume Big Lebowski | Men Pajama for Halloween Costume, Cosplay, Comic Con, Everyday Use & Themed Birthday Party",biglpants001-S,200,2,0.09%,0.08%,246,2,0.08%,0.06%,97.93%,100.00%,4,0,2.00%,0.00%,$135.80,$0.00,4,0
B01KKO7ZLW,B01KKO82XW,STAR WARS Stormtrooper Top and Pants Costume Set (Women's Large),starwars164-L,63,0,0.03%,0.00%,87,0,0.03%,0.00%,100.00%,0.00%,4,1,6.35%,0.00%,$119.50,$29.65,4,1
B01LBRL5W2,B01LBRL8AG,Magical Mermaid RED Sparkle Tail Deluxe Costume (S/M),220660rsm,204,2,0.09%,0.08%,249,2,0.09%,0.06%,100.00%,100.00%,4,1,1.96%,50.00%,$79.60,$19.75,4,1
B0CBSWQ4J8,B01LBRLBJE,Superhero Cosplay Halloween Costume Black Boots,100578BLACK-L,267,4,0.12%,0.16%,354,5,0.12%,0.15%,98.82%,100.00%,4,1,1.50%,25.00%,$307.03,$76.18,4,1
B01LZDDTNV,B01LZ1S426,Rowdy Piper T-shirt and Kilt Costume Set (Adult X-Large),hotrodcostumeset-XL,146,2,0.06%,0.08%,171,2,0.06%,0.06%,97.59%,100.00%,4,0,2.74%,0.00%,$119.80,$0.00,4,0
B072K9Y1SC,B01M1HYNAR,"Pro Wrestling Costume Boots (Large, Blue)",wrestlingboots-LBlu,154,3,0.07%,0.12%,176,4,0.06%,0.12%,97.56%,100.00%,4,0,2.60%,0.00%,$227.96,$0.00,4,0
B07CKR9PHS,B01N51TMZL,Artbox Hulkamania Yellow T-Shirt (Youth Large),hulk001yl,15,0,0.01%,0.00%,18,0,0.01%,0.00%,94.44%,0.00%,4,0,26.67%,0.00%,$79.80,$0.00,4,0
B076JJDRSQ,B076HBHLQY,Briefly Stated National Lampoon's Christmas Vacation Clark's Dinosaur Pajama Set (Adult Small),NL029-ChristmasVacaPajama-FBA-S,32,0,0.01%,0.00%,40,0,0.01%,0.00%,82.50%,0.00%,4,0,12.50%,0.00%,$195.80,$0.00,4,0
B076HBV3CX,B076HCF761,Racine Belles AAGPBL Baseball Womens Costume Dress,RacineBellsCostumeDressWomens-S/M,22,0,0.01%,0.00%,29,0,0.01%,0.00%,84.62%,0.00%,4,0,18.18%,0.00%,$199.96,$0.00,4,0
B076JJDRSQ,B076HFKLDY,Briefly Stated National Lampoon's Christmas Vacation Clark's Dinosaur Pajama Set (Adult X-Large),NL029-ChristmasVacationPajamaSet-XL,190,3,0.08%,0.12%,246,3,0.08%,0.09%,98.37%,100.00%,4,0,2.11%,0.00%,$199.80,$0.00,4,0
B076L13NW2,B076L13NW2,Captain Costume with Printed Underpants and Cape Inflatable CHUB Suit® (Teen) Multicoloured,CaptainUnderpants-ChubSuit-Teen,177,1,0.08%,0.04%,227,1,0.08%,0.03%,96.48%,100.00%,4,0,2.26%,0.00%,$159.80,$0.00,4,0
B076MHSQ16,B076MG2YFV,Adult Deluxe Viking Wig and Beard Costume Accessory Set (Brown),1159-DeluxeVikingWigBeardSetBrown,72,2,0.03%,0.08%,101,2,0.03%,0.06%,87.50%,100.00%,4,0,5.56%,0.00%,$91.80,$0.00,4,0
B077G7H25J,B077G72H1Z,Inflatable Soccer Ball Chub Suit Costume (Teen) Black/White,220690-SoccerBallChubSuit-Teen,85,1,0.04%,0.04%,108,1,0.04%,0.03%,100.00%,100.00%,4,1,4.71%,100.00%,$159.40,$39.55,4,1
B079LKFTZN,B079LKFTZN,Adult Deluxe King Troll Wig and Mustache Kit Pink,1188-KingTrollWigKit,136,2,0.06%,0.08%,155,2,0.05%,0.06%,98.71%,100.00%,4,0,2.94%,0.00%,$107.80,$0.00,4,0
B07BB333B4,B07BB3Q6GB,"Custom Tshirts Design Your Own Text or Image Adult Unisex T-Shirt (Medium, Black)",customshirtBlack-M,23,0,0.01%,0.00%,31,0,0.01%,0.00%,88.46%,0.00%,5,0,21.74%,0.00%,$109.75,$0.00,4,0
B07BS3Q947,B07BS3KH1V,WWE Hulk Hogan Hulkamania Adult T-Shirt (Adult Medium) Yellow,hulk001N-M,40,0,0.02%,0.00%,47,0,0.02%,0.00%,100.00%,0.00%,4,0,10.00%,0.00%,$95.80,$0.00,4,0
B07YQBVBTD,B07D5H96YC,SNL Da Bears Chicago Adult Vest Sweater Navy,snlbearsVESTsweater-XXL,25,0,0.01%,0.00%,28,0,0.01%,0.00%,88.89%,0.00%,4,0,16.00%,0.00%,$239.96,$0.00,4,0
B07GSGSKPJ,B07GSDVDWX,Adult Halloween Christmas Santa Claus Adult Costume Black Boots (X-Large US 14),SantaBoots-100580-XL,34,0,0.01%,0.00%,48,0,0.02%,0.00%,97.30%,0.00%,4,0,11.76%,0.00%,$199.80,$0.00,4,0
B07H5N8923,B07H5N8923,Adult Unisex Harley Girl Character Halloween Cosplay Costume Gloves Accessory One Size,ssharleyquinnglove1,76,0,0.03%,0.00%,108,0,0.04%,0.00%,99.07%,0.00%,4,0,5.26%,0.00%,$67.80,$0.00,4,0
B08DBLLK8N,B07Q1MXLGL,Underboss Wu-Tang Logo Men's Boxer Briefs - L Black,LN0017-94-WuTangBoxer-L,21,0,0.01%,0.00%,24,0,0.01%,0.00%,100.00%,0.00%,4,0,19.05%,0.00%,$55.80,$0.00,4,0
B07SNFJ9S2,B07SNFGHJC,Unisex Astronaut Spaceman Inflatable Chub-Suit Costume Jumpsuit (Adult) White,220066-SpacemenChubSuit-Adult,39,1,0.02%,0.04%,52,1,0.02%,0.03%,95.65%,0.00%,4,1,10.26%,100.00%,$159.56,$39.59,4,1
B07TXLBL2M,B07V2JWT8H,"COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Blue Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Green Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party",204070-DetectiveGREENShirt-XL,164,3,0.07%,0.12%,195,3,0.07%,0.09%,97.85%,100.00%,4,0,2.44%,0.00%,$147.80,$0.00,4,0
B07TXLBL2M,B07V3NVV6S,"COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Blue Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party COSTUME AGENT Detective Blue Clues Costume Adult - Blue and Detective Striped Green Shirt for Blues Clues Halloween Costume Men & Women | Costume Accessories for Cosplay, Comic Con, Theme Birthday Party",204070-DetectiveGREENShirt-XXL,54,0,0.02%,0.00%,80,0,0.03%,0.00%,93.15%,0.00%,4,0,7.41%,0.00%,$147.80,$0.00,4,0
